,ArrayNostre,GSE13432_7d,GSE13432_35d,GSE51080_10d,GSE55934_Adre_10d,GSE98132_Adre_3d,GSE108077_7d,GSE110420_10d
Mir8093,0,0,0,0,1,0,0,0
Maml2,0,0,0,0,0,0,1,0
Mirg,0,0,0,0,1,0,0,0
Ddah1,0,0,0,0,0,0,1,0
Mkrn2os,0,0,0,0,1,0,0,0
Tnfaip6,0,0,0,0,0,0,1,0
Usp27x,0,0,0,0,0,0,1,0
Mob3b,0,0,0,0,1,0,1,0
Polr3h,0,0,0,0,0,0,1,0
Mocos,0,0,0,0,1,0,0,0
Tdo2,0,0,0,0,1,0,1,0
Mogs,0,0,0,0,1,0,1,0
Ccdc149,0,0,0,0,0,0,1,0
Moxd1,0,0,0,0,1,0,0,0
Endod1,0,0,0,0,0,0,1,0
Mpst,0,0,0,0,1,0,0,0
Zfp395,0,0,0,0,0,0,1,0
Mpv17l,0,0,0,0,1,0,0,0
Raver2,0,0,0,0,0,0,1,0
Fbxo10,0,0,0,0,0,0,1,0
Mrgpra1,0,0,0,0,1,0,0,0
Rhbdf2,0,0,0,0,0,0,1,0
Msmo1,0,0,0,0,1,0,0,0
Noxo1,0,0,0,0,0,0,1,0
Pcnt,0,0,0,0,0,0,1,0
Hist1h4a,0,0,0,0,0,0,1,0
Mst1,0,0,0,0,1,0,0,0
Galns,0,0,0,0,0,0,1,0
Mthfd1,0,0,0,0,1,0,0,0
Mthfsl,0,0,0,0,1,0,0,0
Rftn2,0,0,0,0,0,0,1,0
Mtss1,0,0,0,0,1,0,0,0
Traip,0,0,0,0,0,0,1,0
Mttp,0,0,0,0,1,0,0,0
Mug1,0,0,0,0,1,0,0,0
Id3,0,0,0,0,0,0,1,0
Mug2,0,0,0,0,1,0,0,0
Mnt,0,0,0,0,0,0,1,0
Otud1,0,0,0,0,0,0,1,0
Rrad,0,0,0,0,0,0,1,0
Slc35e4,0,0,0,0,0,0,1,0
Zfp212,0,0,0,0,0,0,1,0
Kiss1r,0,0,0,0,0,0,1,0
Ldb3,0,0,0,0,0,0,1,0
Fam219b,0,0,0,0,0,0,1,0
Lmnb1,0,0,0,0,0,0,1,0
Plod3,0,0,0,0,0,0,1,0
Nrxn1,0,0,0,0,1,0,1,0
Bsn,0,0,0,0,0,0,1,0
Stard3nl,0,0,0,0,0,0,1,0
Ubqln2,0,0,0,0,0,0,1,0
B630019K06Rik,0,0,0,0,0,0,1,0
Mup20,0,0,0,0,1,0,0,0
Utrn,0,0,0,0,0,0,1,0
Erp29,0,0,0,0,0,0,1,0
Creld1,0,0,0,0,0,0,1,0
Yeats2,0,0,0,0,0,0,1,0
Rpp25l,0,0,0,0,0,0,1,0
Mup-ps19,0,0,0,0,1,0,0,0
Ephb6,0,0,0,0,0,0,1,0
Mx2,0,0,0,0,1,0,0,0
Ccdc85b,0,0,0,0,0,0,1,0
Mylk,0,0,0,0,1,0,0,0
1810037I17Rik,0,0,0,0,0,0,1,0
Myo1b,0,0,0,0,1,0,0,0
Fam171a2,0,0,0,0,0,0,1,0
Myo1e,0,0,0,0,1,0,0,0
Arvcf,0,0,0,0,0,0,1,0
Ddr1,0,0,0,0,0,0,1,0
N4bp2l1,0,0,0,0,1,0,0,0
Naaladl2,0,0,0,0,1,0,0,0
Wscd2,0,0,0,0,0,0,1,0
Nadk2,0,0,0,0,1,0,0,0
Ubxn11,0,0,0,0,0,0,1,0
Naglu,0,0,0,0,1,0,1,0
Ces5a,0,0,0,0,0,0,1,0
Nags,0,0,0,0,1,0,0,0
Kif17,0,0,0,0,0,0,1,0
Naip2,0,0,0,0,1,0,0,0
6720489N17Rik,0,0,0,0,0,0,1,0
Naip6,0,0,0,0,1,0,0,0
Eif4a2,0,0,0,0,0,0,1,0
Naip7,0,0,0,0,1,0,0,0
Tnk1,0,0,0,0,0,0,1,0
Naprt,0,0,0,0,1,0,0,0
Nat2,0,0,0,0,1,0,0,0
Irx2,0,0,0,0,0,0,1,0
Ndfip1,0,0,0,0,1,0,0,0
Syde2,0,0,0,0,0,0,1,0
Ndst1,0,0,0,0,1,0,0,0
Necab1,0,0,0,0,1,0,0,0
Styxl1,0,0,0,0,0,0,1,0
Nfyb,0,0,0,0,1,0,0,0
Hivep3,0,0,0,0,0,0,1,0
Tln2,0,0,0,0,0,0,1,0
Dab2ip,0,0,0,0,0,0,1,0
Ctu1,0,0,0,0,0,0,1,0
Nipsnap3b,0,0,0,0,1,0,0,0
Nlrp6,0,0,0,0,1,0,0,0
Nmral1,0,0,0,0,1,0,0,0
Nmrk1,0,0,0,0,1,0,0,0
Ifit1bl2,0,0,0,0,0,0,1,0
Nnmt,0,0,0,0,1,0,1,0
Os9,0,0,0,0,1,0,1,0
Nop56,0,0,0,0,1,0,0,0
Shf,0,0,0,0,0,0,1,0
Nop58,0,0,0,0,1,0,0,0
Hlcs,0,0,0,0,0,0,1,0
Nostrin,0,0,0,0,1,0,0,0
Notum,0,0,0,0,1,0,0,0
Igsf8,0,0,0,0,0,0,1,0
Nox4,0,0,0,0,1,0,0,0
Nthl1,0,0,0,0,0,0,1,0
Npr2,0,0,0,0,1,0,0,0
Nr0b2,0,0,0,0,1,0,0,0
Gzf1,0,0,0,0,0,0,1,0
Nr1h4,0,0,0,0,1,0,0,0
Sec16b,0,0,0,0,1,0,1,0
Nr1h5,0,0,0,0,1,0,0,0
Ppp1r18,0,0,0,0,0,0,1,0
Nr1i2,0,0,0,0,1,0,0,0
Gpr63,0,0,0,0,0,0,1,0
Nr1i3,0,0,0,0,1,0,0,0
Nr5a2,0,0,0,0,1,0,0,0
Pcdhb22,0,0,0,0,0,0,1,0
n-R5s1,0,0,0,0,1,0,0,0
Anks6,0,0,0,0,0,0,1,0
n-R5s127,0,0,0,0,1,0,0,0
Gm21596,0,0,0,0,0,0,1,0
n-R5s167,0,0,0,0,1,0,0,0
Zfp334,0,0,0,0,0,0,1,0
n-R5s173,0,0,0,0,1,0,0,0
Xpc,0,0,0,0,0,0,1,0
n-R5s204,0,0,0,0,1,0,0,0
Pdia6,0,0,0,0,0,0,1,0
n-R5s28,0,0,0,0,1,0,0,0
Cand2,0,0,0,0,0,0,1,0
Nrn1,0,0,0,0,1,0,0,0
Bcl9l,0,0,0,0,0,0,1,0
Tmem17,0,0,0,0,0,0,1,0
Nsmf,0,0,0,0,1,0,0,0
Smad7,0,0,0,0,0,0,1,0
Nuak2,0,0,0,0,1,0,0,0
Btg1,0,0,0,0,0,0,1,0
Nxpe2,0,0,0,0,1,0,0,0
Gm43951,0,0,0,0,0,0,1,0
Sema6c,0,0,0,0,0,0,1,0
Ocln,0,0,0,0,1,0,0,0
4930522L14Rik,0,0,0,0,0,0,1,0
Ogfrl1,0,0,0,0,1,0,1,0
Oit3,0,0,0,0,1,0,0,0
Sh3yl1,0,0,0,0,0,0,1,0
Olfm3,0,0,0,0,1,0,0,0
Ppp1r9a,0,0,0,0,0,0,1,0
Efcab7,0,0,0,0,0,0,1,0
Olfr1034,0,0,0,0,1,0,0,0
Olfr1337,0,0,0,0,1,0,0,0
Olfr566,0,0,0,0,1,0,0,0
Onecut1,0,0,0,0,1,0,0,0
Itgb5,0,0,0,0,0,0,1,0
Onecut2,0,0,0,0,1,0,0,0
Lima1,0,0,0,0,0,0,1,0
Dolpp1,0,0,0,0,0,0,1,0
Osbpl3,0,0,0,0,1,0,0,0
Acvrl1,0,0,0,0,0,0,1,0
Fosl2,0,0,0,0,0,0,1,0
Kctd14,0,0,0,0,0,0,1,0
Otc,0,0,0,0,1,0,0,0
Sp140,0,0,0,0,0,0,1,0
Otulin,0,0,0,0,1,0,0,0
Tmem134,0,0,0,0,0,0,1,0
Zfp13,0,0,0,0,0,0,1,0
Slc1a4,0,0,0,0,0,0,1,0
Pah,0,0,0,0,1,0,0,0
Ggh,0,0,0,0,0,0,1,0
Papd7,0,0,0,0,1,0,1,0
Dzip3,0,0,0,0,0,0,1,0
Bnc2,0,0,0,0,0,0,1,0
Pard3,0,0,0,0,1,0,0,0
Pnp2,0,0,0,0,0,0,1,0
Parp9,0,0,0,0,1,0,0,0
Sbk2,0,0,0,0,0,0,1,0
Pawr,0,0,0,0,1,0,0,0
B930041F14Rik,0,0,0,0,0,0,1,0
Pbld1,0,0,0,0,1,0,0,0
Rdm1,0,0,0,0,0,0,1,0
Dyx1c1,0,0,0,0,0,0,1,0
Smarca2,0,0,0,0,1,0,1,0
Pcgf6,0,0,0,0,1,0,0,0
Cpne8,0,0,0,0,0,0,1,0
Pcsk9,0,0,0,0,1,0,0,0
Fam120c,0,0,0,0,0,0,1,0
Nr3c2,0,0,0,0,0,0,1,0
Pde9a,0,0,0,0,1,0,0,0
Steap2,0,0,0,0,0,0,1,0
Nap1l5,0,0,0,0,0,0,1,0
Zfp367,0,0,0,0,0,0,1,0
Pdia5,0,0,0,0,1,0,0,0
Cds2,0,0,0,0,0,0,1,0
Pdilt,0,0,0,0,1,0,0,0
Gm20517,0,0,0,0,0,0,1,0
Pdzk1,0,0,0,0,1,0,0,0
Camk2n2,0,0,0,0,0,0,1,0
Pemt,0,0,0,0,1,0,0,0
Klhl3,0,0,0,0,0,0,1,0
Perp,0,0,0,0,1,0,0,0
Kctd7,0,0,0,0,0,0,1,0
Pex11g,0,0,0,0,1,0,0,0
Tnfrsf1b,0,0,0,0,1,0,1,0
Ahi1,0,0,0,0,0,0,1,0
Pglyrp2,0,0,0,0,1,0,0,0
Pgrmc1,0,0,0,0,1,0,0,0
Phf11c,0,0,0,0,1,0,0,0
Tspyl2,0,0,0,0,0,0,1,0
Phf11d,0,0,0,0,1,0,0,0
Pygo2,0,0,0,0,0,0,1,0
Cdyl2,0,0,0,0,0,0,1,0
Phldb2,0,0,0,0,1,0,0,0
Phyhd1,0,0,0,0,1,0,0,0
Sdc1,0,0,0,0,1,0,1,0
Txndc16,0,0,0,0,0,0,1,0
2310033P09Rik,0,0,0,0,0,0,1,0
Pik3ap1,0,0,0,0,1,0,0,0
Grhl1,0,0,0,0,0,0,1,0
Sema6b,0,0,0,0,0,0,1,0
Pipox,0,0,0,0,1,0,0,0
Toporsos,0,0,0,0,0,0,1,0
Pkhd1,0,0,0,0,1,0,0,0
Lrig3,0,0,0,0,0,0,1,0
Pklr,0,0,0,0,1,0,0,0
Ift43,0,0,0,0,0,0,1,0
Pla1a,0,0,0,0,1,0,0,0
Twist2,0,0,0,0,0,0,1,0
Pla2g12b,0,0,0,0,1,0,0,0
Lxn,0,0,0,0,0,0,1,0
Platr4,0,0,0,0,1,0,0,0
Mitf,0,0,0,0,0,0,1,0
Plcxd2,0,0,0,0,1,0,0,0
Grid2,0,0,0,0,0,0,1,0
Plekha6,0,0,0,0,1,0,0,0
Prss12,0,0,0,0,0,0,1,0
Plekhg6,0,0,0,0,1,1,0,0
Gm5141,0,0,0,0,0,0,1,0
Plg,0,0,0,0,1,0,0,0
Rnf19b,0,0,0,0,0,0,1,0
Fzd2,0,0,0,0,0,0,1,0
Pls1,0,0,0,0,1,0,0,0
Fbf1,0,0,0,0,0,0,1,0
Plscr2,0,0,0,0,1,0,0,0
Lamc2,0,0,0,0,0,0,1,0
Rnf144b,0,0,0,0,0,0,1,0
Plxnb1,0,0,0,0,1,0,0,0
Plxnb2,0,0,0,0,1,0,0,0
Pdgfa,0,0,0,0,0,0,1,0
Pnpo,0,0,0,0,1,0,0,0
Bcl9,0,0,0,0,0,0,1,0
Ripk4,0,0,0,0,0,0,1,0
Ppan,0,0,0,0,1,0,0,0
Prdx4,0,0,0,0,1,0,1,0
Ppib,0,0,0,0,1,0,0,0
Pxmp2,0,0,0,0,1,0,1,0
Ppm1k,0,0,0,0,1,0,0,0
6330408A02Rik,0,0,0,0,0,0,1,0
Ppp1r10,0,0,0,0,1,0,1,0
Fam189b,0,0,0,0,0,0,1,0
Ppp1r14a,0,0,0,0,1,0,0,0
Trim28,0,0,0,0,0,0,1,0
Sdccag8,0,0,0,0,0,0,1,0
Prdx6,0,0,0,0,1,0,0,0
BC035947,0,0,0,0,0,0,1,0
Prkcz,0,0,0,0,1,0,0,0
Oas1c,0,0,0,0,0,0,1,0
Bcl7c,0,0,0,0,0,0,1,0
Proc,0,0,0,0,1,0,0,0
Zfp82,0,0,0,0,0,0,1,0
Prodh,0,0,0,0,1,0,0,0
Prodh2,0,0,0,0,1,0,0,0
Lrrn2,0,0,0,0,0,0,1,0
Prok1,0,0,0,0,1,0,0,0
Mterf1b,0,0,0,0,0,0,1,0
Eps8l1,0,0,0,0,0,0,1,0
Prox1,0,0,0,0,1,0,0,0
Itgbl1,0,0,0,0,0,0,1,0
Prox1os,0,0,0,0,1,0,0,0
Mlkl,0,0,0,0,0,0,1,0
Proz,0,0,0,0,1,0,0,0
Xaf1,0,0,0,0,0,0,1,0
Prpsap1,0,0,0,0,1,0,0,0
Cep41,0,0,0,0,0,0,1,0
Tnip2,0,0,0,0,0,0,1,0
Psd3,0,0,0,0,1,0,0,0
Cenpj,0,0,0,0,0,0,1,0
Pter,0,0,0,0,1,0,0,0
P3h1,0,0,0,0,0,0,1,0
Ptprj,0,0,0,0,1,0,0,0
Wdr78,0,0,0,0,0,0,1,0
Col5a3,0,0,0,0,0,0,1,0
Pvrl1,0,0,0,0,1,0,0,0
Trim45,0,0,0,0,0,0,1,0
Pvrl3,0,0,0,0,1,0,0,0
Serpine1,0,0,0,0,0,0,1,0
Ppl,0,0,0,0,0,0,1,0
Pcdhb12,0,0,0,0,0,0,1,0
Pzp,0,0,0,0,1,0,0,0
Qprt,0,0,0,0,1,0,0,0
Rock2,0,0,0,0,0,0,1,0
Qsox1,0,0,0,0,1,0,1,0
Kif7,0,0,0,0,0,0,1,0
Rab26os,0,0,0,0,1,0,0,0
Tmem101,0,0,0,0,0,0,1,0
Rab43,0,0,0,0,1,0,0,0
Nkapl,0,0,0,0,0,0,1,0
Rabggtb,0,0,0,0,1,0,0,0
Rabl3,0,0,0,0,1,0,0,0
Fen1,0,0,0,0,0,0,1,0
Rai14,0,0,0,0,1,0,1,0
Ift122,0,0,0,0,0,0,1,0
Rab13,0,0,0,0,0,0,1,0
Ranbp10,0,0,0,0,1,0,0,0
Rapgef4os2,0,0,0,0,1,0,0,0
Tmem178b,0,0,0,0,0,0,1,0
Rapgef4os3,0,0,0,0,1,0,0,0
H2afx,0,0,0,0,0,0,1,0
Rarres1,0,0,0,0,1,0,0,0
Plcl2,0,0,0,0,0,0,1,0
Blcap,0,0,0,0,0,0,1,0
Rasgef1b,0,0,0,0,1,0,1,0
Mageh1,0,0,0,0,0,0,1,0
Amigo2,0,0,0,0,0,0,1,0
Rbp1,0,0,0,0,1,0,0,0
Mob3a,0,0,0,0,0,0,1,0
Ccdc71l,0,0,0,0,0,0,1,0
Rcbtb1,0,0,0,0,1,0,0,0
Gm2810,0,0,0,0,0,0,1,0
Ska2,0,0,0,0,0,0,1,0
Cd47,0,0,0,0,0,0,1,0
Rdh5,0,0,0,0,1,0,0,0
Trp53i13,0,0,0,0,0,0,1,0
Rdh7,0,0,0,0,1,0,0,0
Rdh9,0,0,0,0,1,0,0,0
Usp13,0,0,0,0,0,0,1,0
Reln,0,0,0,0,1,0,0,0
Lrrk2,0,0,0,0,0,0,1,0
Rgn,0,0,0,0,1,0,0,0
Zfp36,0,0,0,0,0,0,1,0
Rgs1,0,0,0,0,1,0,0,0
Camkk2,0,0,0,0,0,0,1,0
Rhobtb1,0,0,0,0,1,0,0,0
Chac1,0,0,0,0,0,0,1,0
Gm10401,0,0,0,0,0,0,1,0
Zfp37,0,0,0,0,0,0,1,0
Gpc4,0,0,0,0,0,0,1,0
Rnd2,0,0,0,0,1,0,0,0
Rnf103,0,0,0,0,1,0,0,0
Arl13b,0,0,0,0,0,0,1,0
Npdc1,0,0,0,0,0,0,1,0
Rnf149,0,0,0,0,1,0,0,0
Entpd2,0,0,0,0,0,0,1,0
Rnf169,0,0,0,0,1,0,1,0
Gm4617,0,0,0,0,0,0,1,0
Rnf43,0,0,0,0,1,0,0,0
Tor3a,0,0,0,0,0,0,1,0
Rnu3a,0,0,0,0,1,0,0,0
Cmpk2,0,0,0,0,0,0,1,0
Rnu3b1,0,0,0,0,1,0,0,0
Dync2li1,0,0,0,0,0,0,1,0
Rnu3b2,0,0,0,0,1,0,0,0
Il3ra,0,0,0,0,0,0,1,0
Sall2,0,0,0,0,0,0,1,0
Rnu3b3,0,0,0,0,1,0,0,0
Notch1,0,0,0,0,0,0,1,0
Slc12a4,0,0,0,0,0,0,1,0
Vwa1,0,0,0,0,0,0,1,0
Rnu3b4,0,0,0,0,1,0,0,0
St3gal2,0,0,0,0,0,0,1,0
Fam13c,0,0,0,0,0,0,1,0
Rnu73b,0,0,0,0,1,0,0,0
Robo1,0,0,0,0,1,0,0,0
Sipa1l2,0,0,0,0,0,0,1,0
Rpain,0,0,0,0,1,0,0,0
Tle3,0,0,0,0,0,0,1,0
Rpl13,0,0,0,0,1,0,0,0
1500011B03Rik,0,0,0,0,0,0,1,0
Rpl21,0,0,0,0,1,0,0,0
Tle1,0,0,0,0,1,0,1,0
Rpl32,0,0,0,0,1,0,0,0
Rpl36al,0,0,0,0,1,0,0,0
Nos1ap,0,0,0,0,0,0,1,0
Rpl37a,0,0,0,0,1,0,0,0
Ahcyl2,0,0,0,0,0,0,1,0
Rpl5,0,0,0,0,1,0,0,0
Ispd,0,0,0,0,0,0,1,0
Rplp0,0,0,0,0,1,0,0,0
Rrbp1,0,0,0,0,1,0,1,0
Rps23,0,0,0,0,1,0,1,0
Pcdhgc5,0,0,0,0,0,0,1,0
Rps3,0,0,0,0,1,0,0,0
Trmt112,0,0,0,0,0,0,1,0
Rps3a1,0,0,0,0,1,0,1,0
Rps3a3,0,0,0,0,1,0,0,0
Serping1,0,0,0,0,1,0,1,0
Rps8,0,0,0,0,1,0,1,0
Ifi47,0,0,0,0,0,0,1,0
Ube2z,0,0,0,0,0,0,1,0
Cdc42ep2,0,0,0,0,0,0,1,0
Rsc1a1,0,0,0,0,1,0,0,0
Sertad1,0,0,0,0,0,0,1,0
Rslcan18,0,0,0,0,1,0,0,0
Btbd8,0,0,0,0,0,0,1,0
Rspo3,0,0,0,0,1,0,0,0
Rtp3,0,0,0,0,1,0,0,0
St5,0,0,0,0,0,0,1,0
Mbd4,0,0,0,0,0,0,1,0
Rufy3,0,0,0,0,1,0,0,0
Apba1,0,0,0,0,0,0,1,0
Irf1,0,0,0,0,0,0,1,0
Six5,0,0,0,0,0,0,1,0
Rai2,0,0,0,0,0,0,1,0
Sall1,0,0,0,0,1,0,0,0
Sardh,0,0,0,0,1,0,0,0
Zfp820,0,0,0,0,0,0,1,0
Sardhos,0,0,0,0,1,0,0,0
Scamp5,0,0,0,0,1,0,0,0
Snapc1,0,0,0,0,0,0,1,0
Scap,0,0,0,0,1,0,0,0
Tsc22d3,0,0,0,0,1,0,1,0
Fbln5,0,0,0,0,0,0,1,0
Scarb1,0,0,0,0,1,0,0,0
Scn2a1,0,0,0,0,0,0,1,0
Scarna6,0,0,0,0,1,0,0,0
Enkd1,0,0,0,0,0,0,1,0
Scly,0,0,0,0,1,0,0,0
Scnn1a,0,0,0,0,1,0,0,0
Prrc1,0,0,0,0,0,0,1,0
Kcnj2,0,0,0,0,0,0,1,0
Elmsan1,0,0,0,0,0,0,1,0
Poc1b,0,0,0,0,0,0,1,0
Zfp763,0,0,0,0,0,0,1,0
Anxa9,0,0,0,0,0,0,1,0
Sdr9c7,0,0,0,0,1,0,0,0
5730409E04Rik,0,0,0,0,0,0,1,0
Sds,0,0,0,0,1,0,0,0
Irx5,0,0,0,0,0,0,1,0
Zfp316,0,0,0,0,0,0,1,0
9330132A10Rik,0,0,0,0,0,0,1,0
Sec23a,0,0,0,0,1,0,0,0
Sec24a,0,0,0,0,1,0,0,0
Enpp2,0,0,0,0,0,0,1,0
Sec24d,0,0,0,0,1,0,0,0
Cry2,0,0,0,0,0,0,1,0
Sel1l3,0,0,0,0,1,0,0,0
Tmcc2,0,0,0,0,0,0,1,0
Selenbp1,0,0,0,0,1,0,0,0
Slit2,0,0,0,0,0,0,1,0
Selenbp2,0,0,0,0,1,0,0,0
Tnrc6c,0,0,0,0,0,0,1,0
Mfsd10,0,0,0,0,0,0,1,0
Chsy3,0,0,0,0,0,0,1,0
Sepp1,0,0,0,0,1,0,0,0
Capn5,0,0,0,0,0,0,1,0
Serpina10,0,0,0,0,1,0,0,0
Serpina11,0,0,0,0,1,0,0,0
Prr3,0,0,0,0,0,0,1,0
Snx33,0,0,0,0,0,0,1,0
Serpina1c,0,0,0,0,1,0,0,0
Msrb3,0,0,0,0,0,0,1,0
Serpina1d,0,0,0,0,1,0,0,0
Slc29a3,0,0,0,0,0,0,1,0
Serpina1e,0,0,0,0,1,0,0,0
Slc13a4,0,0,0,0,0,0,1,0
Phf1,0,0,0,0,0,0,1,0
Serpina4-ps1,0,0,0,0,1,0,0,0
Fam178a,0,0,0,0,0,0,1,0
Serpina6,0,0,0,0,1,0,0,0
Zfp697,0,0,0,0,0,0,1,0
Serpina7,0,0,0,0,1,0,0,0
Tmem191c,0,0,0,0,0,0,1,0
Serpinc1,0,0,0,0,1,0,0,0
Psmb10,0,0,0,0,0,0,1,0
Serpind1,0,0,0,0,1,0,0,0
Zmat1,0,0,0,0,0,0,1,0
Serpinf1,0,0,0,0,1,0,0,0
Arhgap22,0,0,0,0,0,0,1,0
Serpinf2,0,0,0,0,1,0,0,0
Ripply3,0,0,0,0,0,0,1,0
Setdb2,0,0,0,0,1,0,0,0
Slc9b2,0,0,0,0,0,0,1,0
Sftpa1,0,0,0,0,1,0,0,0
Sfxn2,0,0,0,0,1,0,0,0
Tulp1,0,0,0,0,0,0,1,0
Lgals3bp,0,0,0,0,0,0,1,0
Sgms2,0,0,0,0,1,0,0,0
Neil2,0,0,0,0,0,0,1,0
Aplf,0,0,0,0,0,0,1,0
Sh3bp2,0,0,0,0,1,0,1,0
Hmgb1,0,0,0,0,0,0,1,0
Shmt2,0,0,0,0,1,0,0,0
Maz,0,0,0,0,0,0,1,0
Shpk,0,0,0,0,1,0,0,0
Zfp937,0,0,0,0,0,0,1,0
Kdsr,0,0,0,0,0,0,1,0
Epm2a,0,0,0,0,0,0,1,0
Slc11a1,0,0,0,0,1,0,0,0
Slc13a3,0,0,0,0,1,0,0,0
Slc13a5,0,0,0,0,1,0,0,0
Naga,0,0,0,0,0,0,1,0
Slc16a10,0,0,0,0,1,0,0,0
Hilpda,0,0,0,0,0,0,1,0
A930004D18Rik,0,0,0,0,0,0,1,0
Tbl2,0,0,0,0,0,0,1,0
Slc17a1,0,0,0,0,1,0,0,0
Col16a1,0,0,0,0,0,0,1,0
Slc17a2,0,0,0,0,1,0,0,0
1810011O10Rik,0,0,0,0,0,0,1,0
Slc17a3,0,0,0,0,1,0,0,0
Zfp949,0,0,0,0,0,0,1,0
Slc17a4,0,0,0,0,1,0,0,0
Tmco6,0,0,0,0,0,0,1,0
Slc17a8,0,0,0,0,1,0,0,0
Fhod1,0,0,0,0,0,0,1,0
Slc19a2,0,0,0,0,1,0,0,0
Slc1a2,0,0,0,0,1,0,0,0
Trpv1,0,0,0,0,0,0,1,0
Slc22a1,0,0,0,0,1,0,0,0
Zik1,0,0,0,0,0,0,1,0
Slc22a28,0,0,0,0,1,0,0,0
Slc22a7,0,0,0,0,1,0,0,0
Champ1,0,0,0,0,0,0,1,0
Slc23a1,0,0,0,0,1,0,0,0
Spcs2,0,0,0,0,0,0,1,0
Slc25a13,0,0,0,0,1,0,0,0
Slc25a15,0,0,0,0,1,0,0,0
Zc3h12d,0,0,0,0,0,0,1,0
Slc25a30,0,0,0,0,1,0,1,0
Slc25a45,0,0,0,0,1,0,0,0
Slc25a47,0,0,0,0,1,0,1,0
Slc26a1,0,0,0,0,1,0,0,0
Nfkbil1,0,0,0,0,0,0,1,0
Slc27a5,0,0,0,0,1,0,0,0
Stat2,0,0,0,0,1,0,1,0
Slc2a2,0,0,0,0,1,0,0,0
Pole,0,0,0,0,0,0,1,0
Fkbp9,0,0,0,0,0,0,1,0
Slc30a10,0,0,0,0,1,0,0,0
Swap70,0,0,0,0,0,0,1,0
Slc33a1,0,0,0,0,1,0,0,0
Slc35d1,0,0,0,0,1,0,0,0
Poli,0,0,0,0,0,0,1,0
Slc35d2,0,0,0,0,1,0,0,0
Zfp61,0,0,0,0,0,0,1,0
Mdc1,0,0,0,0,0,0,1,0
Slc37a4,0,0,0,0,1,0,0,0
Tcf7l1,0,0,0,0,0,0,1,0
Slc38a3,0,0,0,0,1,0,0,0
Slc38a4,0,0,0,0,1,0,0,0
Cdkn1b,0,0,0,0,0,0,1,0
Slc39a14,0,0,0,0,1,0,0,0
Exog,0,0,0,0,0,0,1,0
Slc39a4,0,0,0,0,1,0,0,0
Btc,0,0,0,0,0,0,1,0
Slc39a8,0,0,0,0,1,0,0,0
Hs1bp3,0,0,0,0,0,0,1,0
Slc3a1,0,0,0,0,1,0,0,0
Lca5,0,0,0,0,0,0,1,0
Tmc3,0,0,0,0,0,0,1,0
Slc41a2,0,0,0,0,1,0,0,0
Slc45a2,0,0,0,0,1,0,0,0
Atp10a,0,0,0,0,0,0,1,0
Slc45a3,0,0,0,0,1,0,0,0
Arhgap23,0,0,0,0,0,0,1,0
Slc46a1,0,0,0,0,1,0,0,0
Kifc5b,0,0,0,0,0,0,1,0
Slc46a3,0,0,0,0,1,0,0,0
Pkd2,0,0,0,0,0,0,1,0
Zfp521,0,0,0,0,0,0,1,0
Slc6a12,0,0,0,0,1,0,0,0
Phc3,0,0,0,0,0,0,1,0
Cxxc5,0,0,0,0,0,0,1,0
Slc8b1,0,0,0,0,1,0,1,0
Rnf135,0,0,0,0,0,0,1,0
Agpat9,0,0,0,0,0,0,1,0
Slco1a1,0,0,0,0,1,0,0,0
Nlgn2,0,0,0,0,0,0,1,0
Slco1a4,0,0,0,0,1,0,0,0
Dennd2a,0,0,0,0,0,0,1,0
Slco2a1,0,0,0,0,1,0,0,0
Cxcr5,0,0,0,0,0,0,1,0
Pcdhb3,0,0,0,0,0,0,1,0
Smad9,0,0,0,0,1,0,1,0
Smek1,0,0,0,0,1,0,0,0
Metrn,0,0,0,0,0,0,1,0
Smim14,0,0,0,0,1,0,0,0
Evc,0,0,0,0,0,0,1,0
Smlr1,0,0,0,0,1,0,0,0
Smpd2,0,0,0,0,1,0,0,0
Snap47,0,0,0,0,1,0,0,0
Snd1,0,0,0,0,1,0,1,0
Ankra2,0,0,0,0,0,0,1,0
Snhg17,0,0,0,0,1,0,0,0
Irf2bpl,0,0,0,0,0,0,1,0
Snora20,0,0,0,0,1,0,0,0
Tbc1d14,0,0,0,0,0,0,1,0
Snora30,0,0,0,0,1,0,0,0
Stx2,0,0,0,0,0,0,1,0
Snora41,0,0,0,0,1,0,0,0
Ccdc191,0,0,0,0,0,0,1,0
Snora62,0,0,0,0,1,0,0,0
Gm13378,0,0,0,0,0,0,1,0
Snora69,0,0,0,0,1,0,0,0
Kif13b,0,0,0,0,0,0,1,0
Snora73a,0,0,0,0,1,0,0,0
Snora73b,0,0,0,0,1,0,0,0
Irf2bp1,0,0,0,0,0,0,1,0
Snora74a,0,0,0,0,1,0,0,0
Ino80b,0,0,0,0,0,0,1,0
Snora75,0,0,0,0,1,0,0,0
Actr3b,0,0,0,0,0,0,1,0
Snora7a,0,0,0,0,1,0,0,0
Zbtb14,0,0,0,0,0,0,1,0
Snord104,0,0,0,0,1,0,0,0
Fam53c,0,0,0,0,0,0,1,0
Snord11,0,0,0,0,1,0,0,0
Glb1,0,0,0,0,0,0,1,0
Snord110,0,0,0,0,1,0,0,0
Mad1l1,0,0,0,0,0,0,1,0
Snord111,0,0,0,0,1,0,0,0
Snord118,0,0,0,0,1,0,0,0
