Anon_GS,GSE_A,GSE_B,GSE_C,GSE_D,GSE_E,GSE_F,GSE_G,GSE_H,,,,,,
4482a,0,1,0,0,1,0,0,0,,,,,,
4483a,0,0,0,0,0,0,1,0,,,,,,
4484a,0,1,0,0,0,0,1,0,,,,,,
4485a,0,0,0,0,1,0,1,0,,,,,,
4486a,0,0,0,0,0,0,1,0,,,,,,
4487a,0,0,0,0,0,0,1,0,,,,,,
4488a,0,1,0,0,1,0,1,0,,,,,,
4489a,0,0,0,0,1,0,0,0,,,,,,
4490a,0,1,0,0,0,0,0,0,,,,,,
4491a,0,1,0,0,0,0,1,0,,,,,,
4492a,0,0,0,0,0,0,1,0,,,,,,
4493a,0,1,0,0,0,0,1,0,,,,,,
4494a,0,1,0,0,0,0,0,0,,,,,,
4495a,0,0,0,0,0,0,1,0,,,,,,
4496a,0,1,0,0,0,0,0,0,,,,,,
4497a,0,0,0,0,0,0,1,0,,,,,,
4498a,0,0,0,0,0,0,1,0,,,,,,
4499a,0,0,0,0,1,0,1,0,,,,,,
4500a,0,1,0,0,0,0,1,0,,,,,,
4501a,0,0,0,0,1,0,0,0,,,,,,
4502a,0,0,0,0,1,0,0,0,,,,,,
4503a,0,1,0,0,0,0,0,0,,,,,,
4504a,0,0,0,0,1,0,0,0,,,,,,
4505a,0,0,0,0,1,0,0,0,,,,,,
4506a,0,0,0,0,1,0,1,0,,,,,,
4507a,0,1,0,0,0,0,0,0,,,,,,
4508a,0,0,0,0,1,0,0,0,,,,,,
4509a,0,0,0,0,0,0,1,0,,,,,,
4510a,0,1,0,0,0,0,0,0,,,,,,
4511a,0,0,0,0,0,0,1,0,,,,,,
4512a,0,0,0,0,1,0,0,0,,,,,,
4513a,0,1,0,0,0,0,0,0,,,,,,
4514a,0,0,0,0,1,0,0,0,,,,,,
4515a,0,0,0,0,1,0,1,0,,,,,,
4516a,0,1,0,0,0,0,0,0,,,,,,
4517a,0,0,0,0,1,0,0,0,,,,,,
4518a,0,1,0,0,0,0,1,0,,,,,,
4519a,0,0,0,0,1,0,0,0,,,,,,
4520a,0,0,0,0,0,0,1,0,,,,,,
4521a,0,0,0,0,0,0,1,0,,,,,,
4522a,0,1,0,0,0,0,0,0,,,,,,
4523a,0,0,0,0,1,0,0,0,,,,,,
4524a,0,1,0,0,0,0,1,0,,,,,,
4525a,0,0,0,0,1,0,0,0,,,,,,
4526a,0,0,0,0,0,0,1,0,,,,,,
4527a,0,0,0,0,1,0,0,0,,,,,,
4528a,0,1,0,0,0,0,0,0,,,,,,
4529a,0,0,0,0,1,0,0,0,,,,,,
4530a,0,0,0,0,0,0,1,0,,,,,,
4531a,0,1,0,0,0,0,0,0,,,,,,
4532a,0,0,0,0,1,0,0,0,,,,,,
4533a,0,0,0,0,1,0,1,0,,,,,,
4534a,0,1,0,0,0,0,0,0,,,,,,
4535a,0,0,0,0,1,0,1,0,,,,,,
4536a,0,0,0,0,0,0,1,0,,,,,,
4537a,0,1,0,0,0,0,0,0,,,,,,
4538a,0,1,0,0,1,0,0,0,,,,,,
4539a,0,1,0,0,0,0,1,0,,,,,,
4540a,0,0,0,0,0,0,1,0,,,,,,
4541a,0,1,0,0,0,0,0,0,,,,,,
4542a,0,0,0,0,1,0,1,0,,,,,,
4543a,0,0,0,0,0,0,1,0,,,,,,
4544a,0,1,0,0,0,0,0,0,,,,,,
4545a,0,0,0,0,1,0,0,0,,,,,,
4546a,0,0,0,0,0,0,1,0,,,,,,
4547a,0,1,0,0,0,0,0,0,,,,,,
4548a,0,0,0,0,0,0,1,0,,,,,,
4549a,0,0,0,0,1,0,0,0,,,,,,
4550a,0,0,0,0,0,0,1,0,,,,,,
4551a,0,1,0,0,0,0,0,0,,,,,,
4552a,0,0,0,0,1,0,1,0,,,,,,
4553a,0,0,0,0,0,0,1,0,,,,,,
4554a,0,0,0,0,1,0,0,0,,,,,,
4555a,0,0,0,0,0,0,1,0,,,,,,
4556a,0,1,0,0,0,0,1,0,,,,,,
4557a,0,0,0,0,1,0,0,0,,,,,,
4558a,0,0,0,0,0,0,1,0,,,,,,
4559a,0,1,0,0,0,0,0,0,,,,,,
4560a,0,0,0,0,1,0,0,0,,,,,,
4561a,0,0,0,0,0,0,1,0,,,,,,
4562a,0,1,0,0,0,0,0,0,,,,,,
4563a,0,0,0,0,1,0,0,0,,,,,,
4564a,0,1,0,0,1,0,0,0,,,,,,
4565a,0,0,0,0,0,0,1,0,,,,,,
4566a,0,0,0,0,1,0,1,0,,,,,,
4567a,0,0,0,0,0,0,1,0,,,,,,
4568a,0,1,0,0,0,0,1,0,,,,,,
4569a,0,0,0,0,0,0,1,0,,,,,,
4570a,0,1,0,0,0,0,0,0,,,,,,
4571a,0,0,0,0,1,0,0,0,,,,,,
4572a,0,1,0,0,1,0,1,0,,,,,,
4573a,0,0,0,0,1,0,1,0,,,,,,
4574a,0,1,0,0,0,0,0,0,,,,,,
4575a,0,0,0,0,1,0,0,0,,,,,,
4576a,0,0,0,0,0,0,1,0,,,,,,
4577a,0,1,0,0,0,0,0,0,,,,,,
4578a,0,0,0,0,1,0,0,0,,,,,,
4579a,0,1,0,0,0,0,0,0,,,,,,
4580a,0,0,0,0,1,0,0,0,,,,,,
4581a,0,0,0,0,0,0,1,0,,,,,,
4582a,0,1,0,0,0,0,1,0,,,,,,
4583a,0,0,0,0,1,0,1,0,,,,,,
4584a,0,0,0,0,0,0,1,0,,,,,,
4585a,0,1,0,0,1,0,1,0,,,,,,
4586a,0,0,0,0,1,0,1,0,,,,,,
4587a,0,0,0,0,0,0,1,0,,,,,,
4588a,0,1,0,0,0,0,0,0,,,,,,
4589a,0,0,0,0,0,0,1,0,,,,,,
4590a,0,1,0,0,0,0,1,0,,,,,,
4591a,0,0,0,0,1,0,1,0,,,,,,
4592a,0,1,0,0,1,0,0,0,,,,,,
4593a,0,0,0,0,0,0,1,0,,,,,,
4594a,0,1,0,0,0,0,1,0,,,,,,
4595a,0,0,0,0,1,0,0,0,,,,,,
4596a,0,1,0,0,0,0,0,0,,,,,,
4597a,0,0,0,0,0,0,1,0,,,,,,
4598a,0,1,0,0,0,0,0,0,,,,,,
4599a,0,0,0,0,0,0,1,0,,,,,,
4600a,0,1,0,0,0,0,0,0,,,,,,
4601a,0,0,0,0,0,0,1,0,,,,,,
4602a,0,1,0,0,0,0,0,0,,,,,,
4603a,0,1,0,0,0,0,0,0,,,,,,
4604a,0,0,0,0,1,0,1,0,,,,,,
4605a,0,0,0,0,0,0,1,0,,,,,,
4606a,0,1,0,0,0,0,0,0,,,,,,
4607a,0,0,0,0,0,0,1,0,,,,,,
4608a,0,1,0,0,0,0,0,0,,,,,,
4609a,0,0,0,0,1,0,0,0,,,,,,
4610a,0,0,0,0,0,0,1,0,,,,,,
4611a,0,1,0,0,0,0,0,0,,,,,,
4612a,0,0,0,0,1,0,0,0,,,,,,
4613a,0,1,0,0,0,0,1,0,,,,,,
4614a,0,1,0,0,0,0,1,0,,,,,,
4615a,0,1,0,0,0,0,1,0,,,,,,
4616a,0,0,0,0,1,0,0,0,,,,,,
4617a,0,0,0,0,0,0,1,0,,,,,,
4618a,0,1,0,0,1,0,1,0,,,,,,
4619a,0,0,0,0,1,0,0,0,,,,,,
4620a,0,1,0,0,0,0,0,0,,,,,,
4621a,0,0,0,0,1,0,0,0,,,,,,
4622a,0,0,0,0,0,0,1,0,,,,,,
4623a,0,1,0,0,0,0,1,0,,,,,,
4624a,0,0,0,0,1,0,1,0,,,,,,
4625a,0,0,0,0,0,0,1,0,,,,,,
4626a,0,0,0,0,1,0,0,0,,,,,,
4627a,0,1,0,0,1,0,1,0,,,,,,
4628a,0,0,0,0,1,0,0,0,,,,,,
4629a,0,0,0,0,0,0,1,0,,,,,,
4630a,0,0,0,0,1,0,1,0,,,,,,
4631a,0,1,0,0,0,0,1,0,,,,,,
4632a,0,0,0,0,1,0,0,0,,,,,,
4633a,0,1,0,0,0,0,0,0,,,,,,
4634a,0,0,0,0,0,0,1,0,,,,,,
4635a,0,1,0,0,0,0,0,0,,,,,,
4636a,0,0,0,0,1,0,0,0,,,,,,
4637a,0,0,0,0,0,0,1,0,,,,,,
4638a,0,1,0,0,0,0,1,0,,,,,,
4639a,0,0,0,0,1,0,1,0,,,,,,
4640a,0,0,0,0,1,0,1,0,,,,,,
4641a,0,1,0,0,0,0,0,0,,,,,,
4642a,0,0,0,0,1,0,0,0,,,,,,
4643a,0,0,0,0,0,0,1,0,,,,,,
4644a,0,1,0,0,0,0,0,0,,,,,,
4645a,0,0,0,0,1,0,0,0,,,,,,
4646a,0,1,0,0,0,0,0,0,,,,,,
4647a,0,0,0,0,1,0,0,0,,,,,,
4648a,0,0,0,0,0,0,1,0,,,,,,
4649a,0,1,0,0,0,0,0,0,,,,,,
4650a,0,0,0,0,1,0,1,0,,,,,,
4651a,0,1,0,0,0,0,1,0,,,,,,
4652a,0,0,0,0,1,0,0,0,,,,,,
4653a,0,0,0,0,0,0,1,0,,,,,,
4654a,0,1,0,0,0,0,0,0,,,,,,
4655a,0,0,0,0,1,0,0,0,,,,,,
4656a,0,0,0,0,1,0,1,0,,,,,,
4657a,0,1,0,0,1,0,0,0,,,,,,
4658a,0,0,0,0,0,0,1,0,,,,,,
4659a,0,1,0,0,0,0,0,0,,,,,,
4660a,0,1,0,0,0,0,0,0,,,,,,
4661a,0,0,0,0,1,0,1,0,,,,,,
4662a,0,0,0,0,0,0,1,0,,,,,,
4663a,0,1,0,0,0,0,0,0,,,,,,
4664a,0,1,0,0,0,0,1,0,,,,,,
4665a,0,0,0,0,1,0,1,0,,,,,,
4666a,0,1,0,0,0,0,0,0,,,,,,
4667a,0,0,0,0,1,0,0,0,,,,,,
4668a,0,0,0,0,0,0,1,0,,,,,,
4669a,0,1,0,0,0,0,0,0,,,,,,
4670a,0,0,0,0,1,0,0,0,,,,,,
4671a,0,0,0,0,0,0,1,0,,,,,,
4672a,0,1,0,0,0,0,1,0,,,,,,
4673a,0,0,0,0,1,0,1,0,,,,,,
4674a,0,0,0,0,0,0,1,0,,,,,,
4675a,0,1,0,0,0,0,1,0,,,,,,
4676a,0,0,0,0,0,0,1,0,,,,,,
4677a,0,1,0,0,0,0,0,0,,,,,,
4678a,0,0,0,0,1,0,0,0,,,,,,
4679a,0,0,0,0,0,0,1,0,,,,,,
4680a,0,0,0,0,1,0,0,0,,,,,,
4681a,0,0,0,0,0,0,1,0,,,,,,
4682a,0,1,0,0,0,0,0,0,,,,,,
4683a,0,1,0,0,0,0,0,0,,,,,,
4684a,0,0,0,0,1,0,0,0,,,,,,
4685a,0,0,0,0,0,0,1,0,,,,,,
4686a,0,1,0,0,0,0,0,0,,,,,,
4687a,0,0,0,0,1,0,1,0,,,,,,
4688a,0,1,0,0,0,0,0,0,,,,,,
4689a,0,0,0,0,1,0,0,0,,,,,,
4690a,0,0,0,0,0,0,1,0,,,,,,
4691a,0,1,0,0,0,0,1,0,,,,,,
4692a,0,0,0,0,1,0,0,0,,,,,,
4693a,0,1,0,0,0,0,0,0,,,,,,
4694a,0,0,0,0,1,0,0,0,,,,,,
4695a,0,0,0,0,0,0,1,0,,,,,,
4696a,0,1,0,0,0,0,1,0,,,,,,
4697a,0,0,0,0,1,0,0,0,,,,,,
4698a,0,0,0,0,1,0,1,0,,,,,,
4699a,0,1,0,0,0,0,0,0,,,,,,
4700a,0,0,0,0,0,0,1,0,,,,,,
4701a,0,1,0,0,0,0,0,0,,,,,,
4702a,0,0,0,0,1,0,0,0,,,,,,
4703a,0,1,0,0,0,0,0,0,,,,,,
4704a,0,0,0,0,1,0,0,0,,,,,,
4705a,0,1,0,0,0,0,0,0,,,,,,
4706a,0,0,0,0,1,0,1,0,,,,,,
4707a,0,1,0,0,0,0,0,0,,,,,,
4708a,0,0,0,0,1,0,0,0,,,,,,
4709a,0,1,0,0,0,0,0,0,,,,,,
4710a,0,1,0,0,0,0,1,0,,,,,,
4711a,0,0,0,0,1,0,1,0,,,,,,
4712a,0,0,0,0,0,0,1,0,,,,,,
4713a,0,1,0,0,0,0,0,0,,,,,,
4714a,0,0,0,0,1,0,0,0,,,,,,
4715a,0,0,0,0,0,0,1,0,,,,,,
4716a,0,1,0,0,0,0,0,0,,,,,,
4717a,0,0,0,0,1,0,0,0,,,,,,
4718a,0,0,0,0,0,0,1,0,,,,,,
4719a,0,1,0,0,0,0,0,0,,,,,,
4720a,0,0,0,0,1,0,0,0,,,,,,
4721a,0,0,0,0,0,0,1,0,,,,,,
4722a,0,0,0,0,1,0,0,0,,,,,,
4723a,0,1,0,0,0,0,0,0,,,,,,
4724a,0,0,0,0,1,0,0,0,,,,,,
4725a,0,1,0,0,0,0,1,0,,,,,,
4726a,0,0,0,0,1,0,0,0,,,,,,
4727a,0,1,0,0,0,0,0,0,,,,,,
4728a,0,0,0,0,1,0,0,0,,,,,,
4729a,0,1,0,0,1,0,1,0,,,,,,
4730a,0,0,0,0,1,0,0,0,,,,,,
4731a,0,0,0,0,0,0,1,0,,,,,,
4732a,0,1,0,0,0,0,0,0,,,,,,
4733a,0,0,0,0,1,0,0,0,,,,,,
4734a,0,0,0,0,1,0,1,0,,,,,,
4735a,0,1,0,0,0,0,1,0,,,,,,
4736a,0,0,0,0,1,0,0,0,,,,,,
4737a,0,1,0,0,0,0,0,0,,,,,,
4738a,0,0,0,0,1,0,1,0,,,,,,
4739a,0,0,0,0,1,0,1,0,,,,,,
4740a,0,1,0,0,0,0,0,0,,,,,,
4741a,0,0,0,0,1,0,0,0,,,,,,
4742a,0,0,0,0,1,0,1,0,,,,,,
4743a,0,0,0,0,0,0,1,0,,,,,,
4744a,0,1,0,0,0,0,0,0,,,,,,
4745a,0,0,0,0,0,0,1,0,,,,,,
4746a,0,1,0,0,1,0,0,0,,,,,,
4747a,0,0,0,0,1,0,0,0,,,,,,
4748a,0,0,0,0,0,0,1,0,,,,,,
4749a,0,0,0,0,0,0,1,0,,,,,,
4750a,0,1,0,0,0,0,1,0,,,,,,
4751a,0,0,0,0,1,0,0,0,,,,,,
4752a,0,0,0,0,0,0,1,0,,,,,,
4753a,0,1,0,0,0,0,1,0,,,,,,
4754a,0,0,0,0,0,0,1,0,,,,,,
4755a,0,1,0,0,0,0,0,0,,,,,,
4756a,0,0,0,0,0,0,1,0,,,,,,
4757a,0,1,0,0,0,0,0,0,,,,,,
4758a,0,0,0,0,1,0,1,0,,,,,,
4759a,0,0,0,0,0,0,1,0,,,,,,
4760a,0,1,0,0,0,0,1,0,,,,,,
4761a,0,0,0,0,1,0,1,0,,,,,,
4762a,0,0,0,0,0,0,1,0,,,,,,
4763a,0,1,0,0,0,0,0,0,,,,,,
4764a,0,1,0,0,0,0,0,0,,,,,,
4765a,0,0,0,0,0,0,1,0,,,,,,
4766a,0,1,0,0,0,0,0,0,,,,,,
4767a,0,0,0,0,0,0,1,0,,,,,,
4768a,0,1,0,0,0,0,0,0,,,,,,
4769a,0,0,0,0,0,0,1,0,,,,,,
4770a,0,1,0,0,0,0,0,0,,,,,,
4771a,0,0,0,0,1,0,1,0,,,,,,
4772a,0,1,0,0,0,0,0,0,,,,,,
4773a,0,0,0,0,0,0,1,0,,,,,,
4774a,0,1,0,0,0,0,1,0,,,,,,
4775a,0,0,0,0,1,0,0,0,,,,,,
4776a,0,0,0,0,0,0,1,0,,,,,,
4777a,0,1,0,0,0,0,0,0,,,,,,
4778a,0,1,0,0,0,0,0,0,,,,,,
4779a,0,0,0,0,1,0,1,0,,,,,,
4780a,0,0,0,0,0,0,1,0,,,,,,
4781a,0,1,0,0,0,0,0,0,,,,,,
4782a,0,0,0,0,0,0,1,0,,,,,,
4783a,0,1,0,0,0,0,0,0,,,,,,
4784a,0,0,0,0,1,0,0,0,,,,,,
4785a,0,0,0,0,0,0,1,0,,,,,,
4786a,0,0,0,0,0,0,1,0,,,,,,
4787a,0,0,0,0,0,0,1,0,,,,,,
4788a,0,0,0,0,1,0,0,0,,,,,,
4789a,0,0,0,0,0,0,1,0,,,,,,
4790a,0,0,0,0,1,0,1,0,,,,,,
4791a,0,0,0,0,1,0,0,0,,,,,,
4792a,0,0,0,0,1,0,0,0,,,,,,
4793a,0,0,0,0,0,0,1,0,,,,,,
4794a,0,0,0,0,1,0,1,0,,,,,,
4795a,0,0,0,0,0,0,1,0,,,,,,
4796a,0,0,0,0,1,0,1,0,,,,,,
4797a,0,0,0,0,0,0,1,0,,,,,,
4798a,0,0,0,0,1,0,0,0,,,,,,
4799a,0,0,0,0,0,0,1,0,,,,,,
4800a,0,0,0,0,1,0,0,0,,,,,,
4801a,0,0,0,0,1,0,1,0,,,,,,
4802a,0,0,0,0,0,0,1,0,,,,,,
4803a,0,0,0,0,1,0,1,0,,,,,,
4804a,0,0,0,0,1,0,0,0,,,,,,
4805a,0,0,0,0,0,0,1,0,,,,,,
4806a,0,0,0,0,1,0,1,0,,,,,,
4807a,0,0,0,0,0,0,1,0,,,,,,
4808a,0,0,0,0,0,0,1,0,,,,,,
4809a,0,0,0,0,1,0,1,0,,,,,,
4810a,0,0,0,0,1,0,0,0,,,,,,
4811a,0,0,0,0,0,0,1,0,,,,,,
4812a,0,0,0,0,1,0,1,0,,,,,,
4813a,0,0,0,0,0,0,1,0,,,,,,
4814a,0,0,0,0,1,0,1,0,,,,,,
4815a,0,0,0,0,0,0,1,0,,,,,,
4816a,0,0,0,0,1,0,0,0,,,,,,
4817a,0,0,0,0,1,0,0,0,,,,,,
4818a,0,0,0,0,0,0,1,0,,,,,,
4819a,0,0,0,0,0,0,1,0,,,,,,
4820a,0,0,0,0,1,0,1,0,,,,,,
4821a,0,0,0,0,1,0,1,0,,,,,,
4822a,0,0,0,0,0,0,1,0,,,,,,
4823a,0,0,0,0,0,0,1,0,,,,,,
4824a,0,0,0,0,1,0,1,0,,,,,,
4825a,0,0,0,0,0,0,1,0,,,,,,
4826a,0,0,0,0,1,0,0,0,,,,,,
4827a,0,0,0,0,1,0,0,0,,,,,,
4828a,0,0,0,0,1,0,1,0,,,,,,
4829a,0,0,0,0,1,0,0,0,,,,,,
4830a,0,0,0,0,1,0,0,0,,,,,,
4831a,0,0,0,0,0,0,1,0,,,,,,
4832a,0,0,0,0,1,0,1,0,,,,,,
4833a,0,0,0,0,1,0,1,0,,,,,,
4834a,0,0,0,0,1,0,1,0,,,,,,
4835a,0,0,0,0,1,0,1,0,,,,,,
4836a,0,0,0,0,0,0,1,0,,,,,,
4837a,0,0,0,0,1,0,1,0,,,,,,
4838a,0,0,0,0,1,0,1,0,,,,,,
4839a,0,0,0,0,0,0,1,0,,,,,,
4840a,0,0,0,0,1,0,0,0,,,,,,
4841a,0,0,0,0,0,0,1,0,,,,,,
4842a,0,0,0,0,1,0,1,0,,,,,,
4843a,0,0,0,0,1,0,0,0,,,,,,
4844a,0,0,0,0,1,0,0,0,,,,,,
4845a,0,0,0,0,0,0,1,0,,,,,,
4846a,0,0,0,0,1,0,0,0,,,,,,
4847a,0,0,0,0,0,0,1,0,,,,,,
4848a,0,0,0,0,1,0,0,0,,,,,,
4849a,0,0,0,0,0,0,1,0,,,,,,
4850a,0,0,0,0,1,0,0,0,,,,,,
4851a,0,0,0,0,0,0,1,0,,,,,,
4852a,0,0,0,0,1,0,0,0,,,,,,
4853a,0,0,0,0,0,0,1,0,,,,,,
4854a,0,0,0,0,0,0,1,0,,,,,,
4855a,0,0,0,0,1,0,0,0,,,,,,
4856a,0,0,0,0,1,0,1,0,,,,,,
4857a,0,0,0,0,1,0,1,0,,,,,,
4858a,0,0,0,0,1,0,1,0,,,,,,
4859a,0,0,0,0,1,0,1,0,,,,,,
4860a,0,0,0,0,1,0,1,0,,,,,,
4861a,0,0,0,0,1,0,1,0,,,,,,
4862a,0,0,0,0,1,0,1,0,,,,,,
4863a,0,0,0,0,0,0,1,0,,,,,,
4864a,0,0,0,0,1,0,0,0,,,,,,
4865a,0,0,0,0,0,0,1,0,,,,,,
4866a,0,0,0,0,0,0,1,0,,,,,,
4867a,0,0,0,0,0,0,1,0,,,,,,
4868a,0,0,0,0,0,0,1,0,,,,,,
4869a,0,0,0,0,0,0,1,0,,,,,,
4870a,0,0,0,0,1,0,0,0,,,,,,
4871a,0,0,0,0,0,0,1,0,,,,,,
4872a,0,0,0,0,1,0,1,0,,,,,,
4873a,0,0,0,0,0,0,1,0,,,,,,
4874a,0,0,0,0,0,0,1,0,,,,,,
4875a,0,0,0,0,0,0,1,0,,,,,,
4876a,0,0,0,0,1,0,0,0,,,,,,
4877a,0,0,0,0,1,0,1,0,,,,,,
4878a,0,0,0,0,1,0,0,0,,,,,,
4879a,0,0,0,0,0,0,1,0,,,,,,
4880a,0,0,0,0,1,0,0,0,,,,,,
4881a,0,0,0,0,0,0,1,0,,,,,,
4882a,0,0,0,0,1,0,0,0,,,,,,
4883a,0,0,0,0,0,0,1,0,,,,,,
4884a,0,0,0,0,1,0,0,0,,,,,,
4885a,0,0,0,0,1,0,1,0,,,,,,
4886a,0,0,0,0,1,0,0,0,,,,,,
4887a,0,0,0,0,0,0,1,0,,,,,,
4888a,0,0,0,0,1,0,0,0,,,,,,
4889a,0,0,0,0,0,0,1,0,,,,,,
4890a,0,0,0,0,1,0,1,0,,,,,,
4891a,0,0,0,0,1,0,0,0,,,,,,
4892a,0,0,0,0,1,0,0,0,,,,,,
4893a,0,0,0,0,0,0,1,0,,,,,,
4894a,0,0,0,0,1,0,0,0,,,,,,
4895a,0,0,0,0,1,0,1,0,,,,,,
4896a,0,0,0,0,1,0,0,0,,,,,,
4897a,0,0,0,0,1,0,1,0,,,,,,
4898a,0,0,0,0,0,0,1,0,,,,,,
4899a,0,0,0,0,1,0,0,0,,,,,,
4900a,0,0,0,0,0,0,1,0,,,,,,
4901a,0,0,0,0,1,0,0,0,,,,,,
4902a,0,0,0,0,0,0,1,0,,,,,,
4903a,0,0,0,0,1,0,0,0,,,,,,
4904a,0,0,0,0,1,0,0,0,,,,,,
4905a,0,0,0,0,1,0,0,0,,,,,,
4906a,0,0,0,0,1,0,0,0,,,,,,
4907a,0,0,0,0,0,0,1,0,,,,,,
4908a,0,0,0,0,1,0,1,0,,,,,,
4909a,0,0,0,0,1,0,0,0,,,,,,
4910a,0,0,0,0,1,0,0,0,,,,,,
4911a,0,0,0,0,1,0,0,0,,,,,,
4912a,0,0,0,0,0,0,1,0,,,,,,
4913a,0,0,0,0,1,0,0,0,,,,,,
4914a,0,0,0,0,0,0,1,0,,,,,,
4915a,0,0,0,0,1,0,0,0,,,,,,
4916a,0,0,0,0,0,0,1,0,,,,,,
4917a,0,0,0,0,0,0,1,0,,,,,,
4918a,0,0,0,0,0,0,1,0,,,,,,
4919a,0,0,0,0,0,0,1,0,,,,,,
4920a,0,0,0,0,1,0,1,0,,,,,,
4921a,0,0,0,0,1,0,1,0,,,,,,
4922a,0,0,0,0,1,0,0,0,,,,,,
4923a,0,0,0,0,0,0,1,0,,,,,,
4924a,0,0,0,0,1,0,1,0,,,,,,
4925a,0,0,0,0,0,0,1,0,,,,,,
4926a,0,0,0,0,0,0,1,0,,,,,,
4927a,0,0,0,0,0,0,1,0,,,,,,
4928a,0,0,0,0,0,0,1,0,,,,,,
4929a,0,0,0,0,1,0,0,0,,,,,,
4930a,0,0,0,0,1,0,1,0,,,,,,
4931a,0,0,0,0,1,0,0,0,,,,,,
4932a,0,0,0,0,0,0,1,0,,,,,,
4933a,0,0,0,0,1,0,1,0,,,,,,
4934a,0,0,0,0,1,0,0,0,,,,,,
4935a,0,0,0,0,0,0,1,0,,,,,,
4936a,0,0,0,0,1,0,0,0,,,,,,
4937a,0,0,0,0,0,0,1,0,,,,,,
4938a,0,0,0,0,0,0,1,0,,,,,,
4939a,0,0,0,0,0,0,1,0,,,,,,
4940a,0,0,0,0,1,0,0,0,,,,,,
4941a,0,0,0,0,0,0,1,0,,,,,,
4942a,0,0,0,0,1,0,0,0,,,,,,
4943a,0,0,0,0,0,0,1,0,,,,,,
4944a,0,0,0,0,1,0,0,0,,,,,,
4945a,0,0,0,0,0,0,1,0,,,,,,
4946a,0,0,0,0,1,0,1,0,,,,,,
4947a,0,0,0,0,1,0,0,0,,,,,,
4948a,0,0,0,0,0,0,1,0,,,,,,
4949a,0,0,0,0,1,0,1,0,,,,,,
4950a,0,0,0,0,0,0,1,0,,,,,,
4951a,0,0,0,0,1,0,0,0,,,,,,
4952a,0,0,0,0,1,0,1,0,,,,,,
4953a,0,0,0,0,1,0,1,0,,,,,,
4954a,0,0,0,0,0,0,1,0,,,,,,
4955a,0,0,0,0,0,0,1,0,,,,,,
4956a,0,0,0,0,1,0,0,0,,,,,,
4957a,0,0,0,0,0,0,1,0,,,,,,
4958a,0,0,0,0,1,0,0,0,,,,,,
4959a,0,0,0,0,0,0,1,0,,,,,,
4960a,0,0,0,0,1,0,0,0,,,,,,
4961a,0,0,0,0,0,0,1,0,,,,,,
4962a,0,0,0,0,1,0,0,0,,,,,,
4963a,0,0,0,0,0,0,1,0,,,,,,
4964a,0,0,0,0,1,0,0,0,,,,,,
4965a,0,0,0,0,1,0,0,0,,,,,,
4966a,0,0,0,0,0,0,1,0,,,,,,
4967a,0,0,0,0,1,0,0,0,,,,,,
4968a,0,0,0,0,0,0,1,0,,,,,,
4969a,0,0,0,0,1,0,0,0,,,,,,
4970a,0,0,0,0,1,0,1,0,,,,,,
4971a,0,0,0,0,1,0,1,0,,,,,,
4972a,0,0,0,0,1,0,0,0,,,,,,
4973a,0,0,0,0,0,0,1,0,,,,,,
4974a,0,0,0,0,1,0,0,0,,,,,,
4975a,0,0,0,0,0,0,1,0,,,,,,
4976a,0,0,0,0,0,0,1,0,,,,,,
4977a,0,0,0,0,1,0,1,0,,,,,,
4978a,0,0,0,0,0,0,1,0,,,,,,
4979a,0,0,0,0,1,0,0,0,,,,,,
4980a,0,0,0,0,0,0,1,0,,,,,,
4981a,0,0,0,0,1,0,0,0,,,,,,
4982a,0,0,0,0,0,0,1,0,,,,,,
4983a,0,0,0,0,1,0,0,0,,,,,,
4984a,0,0,0,0,0,0,1,0,,,,,,
4985a,0,0,0,0,1,0,0,0,,,,,,
4986a,0,0,0,0,1,0,0,0,,,,,,
4987a,0,0,0,0,1,0,0,0,,,,,,
4988a,0,0,0,0,0,0,1,0,,,,,,
4989a,0,0,0,0,1,0,0,0,,,,,,
4990a,0,0,0,0,0,0,1,0,,,,,,
4991a,0,0,0,0,1,0,1,0,,,,,,
4992a,0,0,0,0,0,0,1,0,,,,,,
4993a,0,0,0,0,1,0,0,0,,,,,,
4994a,0,0,0,0,0,0,1,0,,,,,,
4995a,0,0,0,0,1,0,1,0,,,,,,
4996a,0,0,0,0,1,0,1,0,,,,,,
4997a,0,0,0,0,0,0,1,0,,,,,,
4998a,0,0,0,0,1,0,0,0,,,,,,
4999a,0,0,0,0,1,0,0,0,,,,,,
5000a,0,0,0,0,0,0,1,0,,,,,,
5001a,0,0,0,0,1,0,1,0,,,,,,
5002a,0,0,0,0,0,0,1,0,,,,,,
5003a,0,0,0,0,0,0,1,0,,,,,,
5004a,0,0,0,0,1,0,0,0,,,,,,
5005a,0,0,0,0,0,0,1,0,,,,,,
5006a,0,0,0,0,1,0,0,0,,,,,,
5007a,0,0,0,0,1,0,1,0,,,,,,
5008a,0,0,0,0,1,0,1,0,,,,,,
5009a,0,0,0,0,0,0,1,0,,,,,,
5010a,0,0,0,0,0,0,1,0,,,,,,
5011a,0,0,0,0,1,0,0,0,,,,,,
5012a,0,0,0,0,0,0,1,0,,,,,,
5013a,0,0,0,0,1,0,0,0,,,,,,
5014a,0,0,0,0,1,0,1,0,,,,,,
5015a,0,0,0,0,0,0,1,0,,,,,,
5016a,0,0,0,0,0,0,1,0,,,,,,
5017a,0,0,0,0,1,0,0,0,,,,,,
