Transcript_Cluster_ID,Gene_Symbol,iB_UP,iB_DW,iW_UP,iW_DW,eW_UP,eW_DW,iBAT_FC,iWAT_FC,eWAT_FC
17243761,Fabp3-ps1,1,0,1,0,0,0,2.62,26.38,-1.14
17502899,Ucp1,0,0,1,0,1,0,1.19,22.15,4.92
17359918,Elovl3,1,0,1,0,0,0,4.69,20.39,1.73
17255458,Phospho1; Zfp652,1,0,1,0,1,0,2.99,10.79,2.2
17476288,Cox7a1,0,0,1,0,1,0,1.38,9.62,2.07
17543045,Gyk,0,0,1,0,0,0,1.9,9.58,2.2
17329361,Kng2,1,0,1,0,0,0,2.86,9.34,1.55
17475360,Cyp2b10,1,0,1,0,0,0,8.73,7.97,1.63
17427860,Acot11,0,0,1,0,0,0,1.97,7.59,1.29
17282970,Dio2,0,0,1,0,0,0,1.1,7.04,1.28
17320499,Chkb; Cpt1b; BC090627,0,0,1,0,0,0,1.21,6.33,1.36
17297750,Ppif,0,0,1,0,0,0,1.94,5.8,1.73
17464654,Pdk4,0,0,1,0,0,0,1.08,5.51,1.56
17315033,Letmd1,0,0,1,0,0,0,1.47,5.38,1.29
17432256,Slc25a34,1,0,1,0,0,0,12.42,5.26,1.15
17335540,Pim1,0,0,1,0,0,0,1.03,4.59,1.12
17448001,Ppargc1a,0,0,1,0,0,0,1.96,4.59,1.94
17231571,B430219N15Rik,1,0,1,0,1,0,2.66,4.58,2.25
17375701,Slc27a2,0,0,1,0,0,0,1.17,4.57,1.14
17359466,Pgam1,1,0,1,0,0,0,4.83,4.36,1.34
17468043,2310069B03Rik,1,0,1,0,0,0,5.04,4.31,1.09
17364150,Pank1,0,0,1,0,0,0,1.68,4.29,1.57
17422907,2310042D19Rik,1,0,1,0,0,0,3.39,4.28,1.06
17435811,Kcnk3,0,0,1,0,0,0,1.57,4.17,1.51
17227198,Lgr6,1,0,1,0,0,0,4.1,4.14,1.06
17437097,Otop1,0,0,1,0,0,0,1.35,4.13,1.3
17346136,Plin5,0,0,1,0,0,0,1.16,3.9,1.12
17234436,Chchd10,0,0,1,0,1,0,1.56,3.86,2.67
17392690,Acss1,0,0,1,0,0,0,1.68,3.69,1.11
17462430,Tuba8,0,0,1,0,0,0,1.84,3.66,1.7
17277134,Acot2,0,0,1,0,0,0,1.87,3.65,1.52
17224540,Tuba4a,0,0,1,0,0,0,1.76,3.62,1.81
17351446,Impa2,1,0,1,0,0,0,2.54,3.55,1.08
17329220,Ehhadh,0,0,1,0,0,0,1.92,3.54,1.58
17313862,Ppara,0,0,1,0,0,0,-1.13,3.52,1.19
17360462,Acsl5,1,0,1,0,0,0,2.2,3.43,1.04
17301514,Gm10032,0,0,1,0,0,0,1.06,3.4,-1.44
17224125,Mreg,1,0,1,0,0,0,3.54,3.27,1.12
17266335,Traf4,1,0,1,0,0,0,2.17,3.23,1.71
17472497,Gys2,0,0,1,0,1,0,1.45,3.2,3.67
17509976,Slc25a42,0,0,1,0,0,0,1.44,3.14,1.02
17371427,Dhrs9,1,0,1,0,0,0,4.21,3.12,1.18
17472517,Ldhb,0,0,1,0,0,0,1.13,3.11,1.3
17521875,Slc25a20,0,0,1,0,0,0,1.37,3.09,1.5
17497904,Slc25a22,0,0,1,0,1,0,1.74,3.08,2.62
17290603,Actn2,0,0,0,0,0,0,1.13,3.07,1.01
17497704,Cox8b,0,0,1,0,1,0,-1.01,3.05,4.32
17354759,A530050N04Rik,0,0,1,0,0,0,1.82,3.03,-1.01
17265129,Acadvl,0,0,1,0,0,0,1.09,3.02,1.57
17496211,Atp2a1,0,0,0,0,0,0,-1.69,3.01,1.1
17517727,Cox5a,0,0,1,0,0,0,1.21,2.97,1.4
17350267,Myot,0,0,0,0,0,0,-1.42,2.96,-1.58
17329627,Cpn2,0,0,1,0,0,0,1.72,2.94,1.03
17306867,Cideb,0,0,1,0,0,0,1.19,2.92,-1.55
17548916,Acadl,0,0,1,0,0,0,1.21,2.91,1.59
17483133,Fam57b,1,0,1,0,0,0,2.42,2.9,1.78
17423622,Tstd3,0,0,1,0,0,0,1.89,2.89,1.24
17407956,Car14,1,0,1,0,0,0,2.08,2.89,1.17
17333292,Slc22a2,0,0,1,0,0,0,-1.01,2.88,1.08
17279277,Aspg,1,0,1,0,0,0,2.09,2.88,1.27
17441622,n-R5s176,0,0,0,0,0,0,1.48,2.88,1.17
17447150,Letm1,1,0,1,0,0,0,2.4,2.87,1.76
17518616,Rbpms2; Gm3470,0,0,1,0,0,0,1.49,2.87,1.49
17286973,Gmpr,1,0,1,0,0,0,8.6,2.84,1.01
17312396,Cyc1,0,0,1,0,0,0,1.19,2.82,1.7
17268010,Acsf2; Gm5540,0,0,1,0,0,0,1.66,2.81,1.93
17351457,Cidea,0,0,1,0,1,0,-1.01,2.81,2.64
17480729,Ucp3,0,0,1,0,0,0,1.46,2.81,1.67
17462145,8430408G22Rik,1,0,1,0,0,0,5.58,2.79,2.37
17502233,Slc27a1,0,0,1,0,1,0,1.2,2.77,2.75
17428731,Hpdl,1,0,1,0,0,0,2.73,2.76,1.21
17270193,Slc25a39,1,0,1,0,0,0,2.55,2.76,1.46
17268120,Pdk2,0,0,1,0,0,0,1.56,2.74,1.76
17247080,Ogdh,0,0,1,0,0,0,1.11,2.74,1.27
17264107,Cox10,0,0,1,0,0,0,1.5,2.73,1.37
17256388,Ttc25,1,0,1,0,0,0,2.69,2.72,1.76
17267066,Dhrs11,0,0,1,0,0,0,1.8,2.7,1.22
17424279,Cntfr,1,0,1,0,0,0,6.05,2.7,-1.01
17364932,Got1,1,0,1,0,0,0,4.18,2.67,1.67
17251527,Per1,0,0,1,0,0,0,2.54,2.66,1.85
17521996,Uqcrc1,0,0,1,0,0,0,1.06,2.66,1.5
17377816,Mylk2,0,0,0,0,0,0,-1.15,2.66,1.2
17364954,Cox15,0,0,1,0,0,0,1.59,2.65,1.26
17365803,Nrap,0,0,0,0,0,0,-1.24,2.65,-1.11
17351811,Acaa2,0,0,1,0,0,0,-1.16,2.63,1.4
17467062,Inmt,1,0,1,0,0,0,3.07,2.62,1.23
17483733,Bag3,1,0,1,0,0,0,2.27,2.61,1.4
17318428,Oplah,0,0,1,0,0,0,1.42,2.55,1.28
17500543,Ppp1r3b,0,0,0,0,0,0,1.01,2.53,1.2
17516950,,0,0,0,0,0,0,1.08,2.53,-1.2
17322545,Dnaja3,0,0,1,0,0,0,1.64,2.51,1.36
17520416,Paqr9,0,0,1,0,0,0,1.63,2.5,1.49
17487395,Tomm40,0,0,1,0,0,0,1.35,2.5,1.31
17260474,Igfbp3,0,0,1,0,0,0,1.92,2.5,1.14
17241676,1700040L02Rik,1,0,1,0,0,0,2.46,2.49,1.88
17406091,Etfdh,0,0,1,0,0,0,1.08,2.49,1.34
17388756,Pdhx,0,0,1,0,0,0,1.27,2.48,1.71
17441490,Fbxo21,0,0,1,0,1,0,-1.09,2.48,2.07
17359678,Scd3,1,0,1,0,1,0,5.18,2.48,2.24
17517770,Cyp1a1,0,0,1,0,0,0,1.51,2.48,1.71
17234494,S100b,1,0,1,0,0,0,2.05,2.46,1.28
17404152,,0,0,1,0,0,0,1.56,2.46,1.44
17525363,Foxred1,0,0,1,0,0,0,1.4,2.45,1.5
17273200,Pcyt2,0,0,1,0,0,0,1.37,2.44,1.13
17419754,Pafah2,1,0,1,0,0,0,2.1,2.44,1.45
17324835,Tfrc,0,0,1,0,1,0,1.4,2.42,2.52
17314888,Gpd1,0,0,1,0,0,0,1.44,2.41,1.75
17380199,Rbm38,0,0,1,0,0,0,1.04,2.41,1.73
17287361,Gadd45g,1,0,1,0,0,0,2.03,2.4,-1.32
17296082,Apoo-ps; Apoo,0,0,1,0,0,0,1.1,2.4,1.57
17438832,Slc4a4,0,0,1,0,0,0,1.09,2.4,1.12
17503884,Gnao1,0,0,1,0,0,0,1.26,2.4,-1.29
17459716,Suclg1,0,0,1,0,0,0,1.13,2.39,1.32
17318704,C030006K11Rik,0,0,1,0,0,0,1.37,2.39,1.59
17453347,Gtf2ird1,0,0,1,0,0,0,1.35,2.39,1.28
17507262,Timm44,0,0,1,0,0,0,1.08,2.38,1.44
17319529,Tob2,0,0,1,0,0,0,-1.17,2.37,1.18
17536312,Apoo,0,0,1,0,0,0,1.15,2.37,-1.03
17230408,Adck3,0,0,1,0,0,0,-1.53,2.37,1.52
17352212,Zfp516; Zadh2,0,0,1,0,0,0,1.21,2.36,1.29
17354739,Ppargc1b,0,0,1,0,0,0,1.12,2.35,1.19
17304901,3425401B19Rik,0,0,0,0,0,0,-1.25,2.35,-1.14
17313688,Samm50,0,0,1,0,0,0,1.14,2.34,1.22
17313433,Xrcc6,0,0,1,0,0,0,1.27,2.34,1.37
17526861,Dlat,0,0,1,0,0,0,1.14,2.33,1.83
17306147,Ndrg2,0,0,1,0,0,0,1.25,2.33,1.25
17263594,Atpaf2,0,0,1,0,0,0,1.45,2.33,1.63
17483007,Sbk1,0,0,1,0,0,0,1.71,2.32,1.49
17263673,Shmt1,0,0,1,0,0,0,-1.07,2.32,1.31
17349514,Egr1,0,0,0,0,0,0,1.19,2.31,1.27
17273714,Adcy3,1,0,1,0,0,0,2.66,2.31,1.39
17259929,Mtfp1,0,0,1,0,0,0,1.2,2.31,1.36
17446185,Fastk,0,0,1,0,0,0,1.58,2.31,1.39
17313394,Aco2,0,0,1,0,0,0,1,2.31,1.5
17301502,Adra1a,0,0,1,0,0,0,1.22,2.31,-1.05
17266372,Snord42b,0,0,1,0,0,0,1.62,2.31,1.4
17394578,Gm14267,1,0,1,0,0,0,5.41,2.31,-1.14
17355443,Lipg,0,0,1,0,0,0,1.55,2.31,1.55
17370897,Gpd2,0,0,1,0,1,0,1.02,2.3,2.17
17459591,St3gal5,1,0,1,0,0,0,5.64,2.3,-1.05
17457430,1110001J03Rik; 3110054G05Rik,0,0,1,0,0,0,1.24,2.3,1.43
17301468,Chrna2,1,0,1,0,0,0,2.63,2.3,1.25
17308727,Gm4285,1,0,1,0,0,0,2.28,2.29,1.22
17319453,Slc25a17,0,0,1,0,0,0,1.83,2.29,1.33
17384525,Ndufa8,0,0,1,0,0,0,1.18,2.29,1.26
17545756,Gm15241,1,0,1,0,0,0,8.59,2.29,-1.18
17314577,Pfkm,0,0,1,0,0,0,-1.09,2.28,1.35
17251046,Myh1,0,0,0,0,0,0,-2.33,2.27,1.03
17235320,Reep6,1,0,1,0,0,0,2.83,2.27,1.25
17511887,Ciapin1,0,0,1,0,0,0,1.49,2.26,1.33
17291570,Uqcrfs1,0,0,1,0,0,0,1.4,2.26,1.7
17238433,Cs,0,0,1,0,0,0,1.06,2.26,1.42
17361032,Ndufs8,0,0,1,0,0,0,1.1,2.26,1.52
17443310,Mdh2,0,0,1,0,0,0,1.25,2.26,1.31
17252912,Tlcd2,0,0,1,0,1,0,1.54,2.26,2.02
17427746,Prkaa2,0,0,1,0,0,0,1.36,2.25,1.03
17442185,Gm6444,0,0,1,0,0,0,1.01,2.25,1.28
17291674,Mylk4,0,0,0,0,0,0,-1.27,2.24,-1.23
17464238,Lyrm5,0,0,1,0,0,0,1.29,2.24,1.27
17406752,Slc25a44,0,0,1,0,0,0,1.05,2.23,1.27
17537088,Pgk1; Gm5537,0,0,1,0,0,0,1.38,2.23,1.44
17301899,Sucla2,0,0,1,0,0,0,1.13,2.23,1.24
17246674,Dusp18,0,0,1,0,0,0,1.58,2.23,1.51
17277146,Acot4,1,0,1,0,0,0,2.22,2.22,1.95
17463727,Apold1,1,0,1,0,0,0,3.67,2.22,1.86
17413325,Tesk1,1,0,1,0,0,0,2.16,2.22,1.18
17420024,E2f2,1,0,1,0,0,0,4.89,2.22,1.03
17246707,Sec14l4,0,0,1,0,0,0,1.32,2.22,1.06
17253996,Tmem98,0,0,0,0,0,0,1.47,2.21,1.28
17242376,Pfkl,0,0,1,0,0,0,1.55,2.21,1.35
17524914,Ecsit,0,0,1,0,0,0,1.35,2.21,1.54
17513311,Cmc2,0,0,1,0,0,0,1.27,2.21,1.22
17283463,Itpk1,0,0,1,0,0,0,-1.1,2.21,1.3
17234936,Hcn2,1,0,1,0,0,0,6.63,2.2,1.26
17517390,Idh3a,0,0,1,0,0,0,1.09,2.2,1.22
17401335,Slc16a1,0,0,1,0,0,0,1.15,2.2,1.17
17277352,Dlst,0,0,1,0,0,0,1.18,2.2,1.34
17368666,Mrps2,0,0,1,0,0,0,1.78,2.2,1.22
17451297,Adrbk2,0,0,1,0,0,0,1.68,2.2,-1.16
17268884,Nr1d1,0,0,0,0,0,0,-1.11,2.19,1.49
17378348,Trp53inp2,0,0,1,0,0,0,1.93,2.19,-1
17446643,Hadha,0,0,1,0,0,0,1.15,2.19,1.5
17218965,Adcy10,1,0,1,0,0,0,2.01,2.19,1.84
17246154,Myl6b,0,0,1,0,0,0,1.85,2.19,1.48
17289439,Mrps27,0,0,1,0,0,0,1.29,2.18,1.28
17252767,Cluh,0,0,1,0,0,0,1.54,2.18,1.29
17548983,Glul,0,0,1,0,0,0,1.18,2.18,1.4
17284435,Igh-VJ558; Igh-VX24,0,0,0,0,0,0,-1.25,2.17,-1.07
17342483,Fam195a,0,0,1,0,0,0,1.63,2.17,1.8
17278345,Glrx5,0,0,1,0,0,0,1.7,2.17,1.63
17342038,Fahd1,0,0,1,0,0,0,1.6,2.17,1.06
17548228,Gm20267; Cisd3,0,0,1,0,0,0,-1.06,2.16,1.3
17419332,Mecr,0,0,1,0,0,0,1.11,2.16,1.33
17478883,Mcee,0,0,1,0,0,0,1.69,2.16,1.23
17277140,Acot1,1,0,1,0,0,0,2.94,2.15,1.81
17314011,Pim3,0,0,1,0,0,0,-1.17,2.15,1.5
17432247,Tmem82,1,0,1,0,0,0,4.79,2.15,1.14
17242676,Rnf126,1,0,1,0,0,0,2.01,2.15,1.22
17281843,Dhrs7,0,0,1,0,0,0,1.62,2.14,1.77
17436545,Nat8l,0,0,1,0,0,0,1.02,2.14,1.6
17454944,Tecpr1,0,0,1,0,0,0,1.99,2.13,1.25
17290965,LOC100046079; Cox5b,0,0,1,0,0,0,-1.01,2.13,1.43
17265186,Rnasek,0,0,0,0,0,0,1.69,2.13,1.24
17495921,Ndufab1; Gm4459; Gm17257,0,0,1,0,0,0,1.24,2.13,1.08
17410400,Cyp2u1,0,0,1,0,0,0,1.81,2.12,1.64
17398152,Gfm1,0,0,1,0,0,0,1.51,2.12,1.37
17379938,Cebpb,0,0,1,0,0,0,1.04,2.12,1.65
17442714,Bri3bp,0,0,1,0,0,0,1.17,2.12,1.39
17476456,Hspb6,0,0,1,0,0,0,1.51,2.12,1.33
17329151,Alg3,0,0,1,0,0,0,1.98,2.11,1.42
17321626,Gm16537,0,0,1,0,0,0,1.48,2.11,1.69
17548981,Cox7b,0,0,1,0,0,0,-1.32,2.11,1.44
17292084,Adtrp,0,0,1,0,0,0,1.64,2.11,1.69
17241206,Pald1,0,0,1,0,0,0,1.48,2.11,-1
17303979,Comtd1,1,0,1,0,0,0,3.78,2.1,1.53
17233744,Tysnd1,0,0,1,0,0,0,1.82,2.1,1.53
17526843,Sdhd,0,0,1,0,0,0,1.01,2.1,1.39
17265748,Aspa,0,0,1,0,0,0,1.4,2.09,1.64
17429310,Zfp691,0,0,1,0,0,0,1.56,2.09,1.23
17477811,Gys1,0,0,1,0,0,0,1.25,2.09,1.34
17435311,Abcb8,0,0,1,0,0,0,1.44,2.09,1.49
17398970,Mef2d,0,0,1,0,0,0,1.83,2.09,1.19
17396162,Car2,0,0,1,0,0,0,-1.06,2.09,2.38
17493875,P2ry2,0,0,1,0,1,0,1.17,2.09,2.1
17213226,Stradb,0,0,1,0,0,0,1.24,2.09,1.35
17389802,Rmdn3,0,0,1,0,0,0,1.73,2.09,1.41
17322429,Ppp1r1a,0,0,1,0,1,0,1.31,2.09,2.13
17453714,Sh2b2,0,0,1,0,0,0,1.13,2.08,1.75
17424023,Ndufb6,0,0,1,0,0,0,1.09,2.08,1.39
17527505,1700017B05Rik,0,0,1,0,0,0,1.54,2.08,1.68
17544486,Timm8a1; LOC101056577,0,0,1,0,0,0,1.27,2.08,1.24
17231789,Txlnb,0,0,0,0,0,0,1.45,2.08,-1.3
17547859,BC056474; Gm2573; Gm13770,0,0,0,0,0,0,1.11,2.07,1
17306929,Sdr39u1,0,0,1,0,0,0,1.43,2.07,1.46
17441968,Atxn2,0,0,1,0,0,0,1.32,2.07,1.15
17424945,Slc25a51,0,0,1,0,0,0,-1.04,2.06,1.48
17395170,Slmo2,0,0,1,0,0,0,1.5,2.06,1.4
17441526,2410131K14Rik,0,0,1,0,0,0,1.45,2.06,1.37
17342414,Rhot2; Gm20683,0,0,1,0,0,0,1.7,2.06,1.25
17299816,Trav6-6,0,0,0,0,0,0,1.07,2.06,-1.4
17517112,Sdhd,0,0,1,0,0,0,-1.01,2.05,1.43
17532063,Acaa1b,0,0,1,0,0,0,1.08,2.05,1.74
17254962,Mrps23,0,0,1,0,0,0,1.27,2.05,1.5
17376480,Mavs,1,0,1,0,0,0,2.07,2.05,1.42
17478044,Tmem143,0,0,1,0,0,0,1.28,2.05,1.24
17391506,Gm10762,0,0,1,0,0,0,1.06,2.05,1.02
17267996,Rsad1,0,0,1,0,0,0,1.25,2.04,1.51
17361463,Rab1b,0,0,1,0,0,0,1.39,2.04,1.21
17538575,Alas2,1,0,1,0,0,0,2.77,2.04,1.88
17429632,Mfsd2a,1,0,1,0,0,0,19.72,2.04,1.14
17301615,Entpd4; Gm21685; ENTPD4,0,0,1,0,0,0,1.45,2.04,1.33
17297059,Abhd6,0,0,1,0,0,0,1.27,2.04,1.3
17240598,1700021F05Rik,0,0,1,0,0,0,1.1,2.04,1.12
17335129,Hmga1; Hmga1-rs1,0,0,1,0,0,0,1.48,2.03,1.59
17241912,Ddt; Gm20441,0,0,1,0,0,0,1.67,2.03,1.65
17395091,Pmepa1,0,0,0,0,0,0,1.05,2.03,-1.03
17471166,Ndufa9,0,0,1,0,0,0,1.22,2.03,1.43
17343263,Sik1,0,0,1,0,0,0,1.86,2.03,1.58
17440717,,0,0,0,0,0,0,1.62,2.03,1.32
17240538,Lace1,0,0,1,0,0,0,1.51,2.03,1.44
17356028,Aldh3b2,0,0,1,0,0,0,1.77,2.02,1.76
17548213,Gm13770,0,0,0,0,0,0,1.09,2.02,1.01
17342581,Decr2,0,0,1,0,0,0,1.45,2.02,1
17516699,Mpzl2,0,0,1,0,0,0,-1.09,2.02,2.89
17321780,Cela1,0,0,1,0,0,0,1.35,2.02,1.46
17440826,Acacb,0,0,1,0,0,0,-1.06,2.01,1.78
17284135,Xrcc3,0,0,1,0,0,0,1.24,2.01,1.26
17243171,Sgta,0,0,1,0,0,0,1.34,2.01,1.53
17539979,Glod5,1,0,0,0,0,0,3.5,2.01,1.39
17218040,,0,0,1,0,0,0,-1.13,2.01,1.3
17421875,Slc2a5,0,0,0,0,1,0,1.24,2,3.24
17241032,Ddit4,0,0,0,0,0,0,3.26,2,1.62
17331585,E330011O21Rik,0,0,0,0,0,0,-1.3,2,-1.08
17334262,Pgp,0,0,0,0,0,0,1.3,2,1.59
17359156,Slc35g1,1,0,0,0,0,0,2.36,2,2.04
17490432,Med25,0,0,0,0,0,0,1.39,1.99,1.39
17230725,Marc1,1,0,0,0,0,0,2.24,1.99,1.86
17433145,Rbp7,1,0,0,0,1,0,2.21,1.99,2.08
17365134,Ndufb8,0,0,0,0,0,0,1.05,1.99,1.21
17435855,Mapre3,0,0,0,0,0,0,2,1.99,1.03
17356874,Pygm,0,0,0,0,0,0,-1.87,1.99,-1.35
17232453,Trdn,0,0,0,0,0,0,-1.97,1.99,-1.19
17462407,Bcl2l13,0,0,0,0,0,0,1.36,1.98,1.38
17362595,Fads2,0,0,0,0,0,0,1.19,1.98,1.74
17265096,Slc2a4,0,0,0,0,0,0,1.16,1.98,1.39
17477979,Dbp,0,0,0,0,0,0,-1.7,1.97,1.96
17460941,Slc6a6,0,0,0,0,0,0,1.73,1.97,1.85
17290072,,0,0,0,0,0,0,-1.85,1.97,1.27
17260416,Tbrg4,0,0,0,0,0,0,1.59,1.97,1.19
17504707,Nol3,0,0,0,0,0,0,-1.08,1.97,1.15
17502191,Mrpl34,0,0,0,0,0,0,1.01,1.97,1.25
17514135,Egln1,0,0,0,0,0,0,1.75,1.97,1.06
17328947,Tbx1,0,0,0,0,0,0,1.08,1.97,1.1
17259873,Osbp2,0,0,0,0,0,0,1.41,1.96,1.42
17394036,Fitm2,0,0,0,0,0,0,1.46,1.96,1.3
17214476,Des,0,0,0,0,0,0,-1.17,1.96,-1.02
17496657,Zfp768,0,0,0,0,0,0,1.37,1.96,1.38
17490391,Atf5,0,0,0,0,0,0,1.98,1.96,1.33
17215820,Gpc1,1,0,0,0,0,0,2.66,1.96,1.4
17428529,Nsun4; LOC101056496,0,0,0,0,0,0,1.21,1.96,1.26
17222777,Slc40a1,0,0,0,0,0,0,1.36,1.96,1.58
17515400,,0,0,0,0,0,0,1.19,1.96,1.45
17272743,,0,0,0,0,0,0,-1.35,1.95,1.8
17442060,Pptc7,0,0,0,0,0,0,1.06,1.95,1.33
17280867,Mir1938,0,0,0,0,0,0,1.75,1.95,1.37
17511623,Irx3,0,0,0,0,0,0,1.09,1.95,1.43
17327450,Kcnj15,0,0,0,0,0,0,1.28,1.95,1.34
17255081,Cox11,0,0,0,0,0,0,1.2,1.95,1.05
17212813,Mstn,0,0,0,0,0,0,-1.62,1.95,-1.47
17451839,,0,0,0,0,0,0,1.13,1.95,1.26
17377691,Tbc1d20,1,0,0,0,0,0,2.41,1.94,1.3
17431720,Alpl,1,0,0,0,0,0,4.54,1.94,-1.06
17242839,Atp5d,0,0,0,0,0,0,1.18,1.94,1.36
17252609,P2rx5,0,0,0,0,0,0,-1.35,1.94,1.85
17489223,Cox6b1,0,0,0,0,0,0,1.02,1.94,1.63
17284170,2010107E04Rik,0,0,0,0,0,0,1.35,1.94,1.49
17503031,Prkaca,0,0,0,0,0,0,-1,1.94,1.3
17529966,Mrps22,0,0,0,0,0,0,1.2,1.94,1.47
17479162,Kansl2,0,0,0,0,0,0,1.17,1.94,1.01
17395928,Sox18,1,0,0,0,0,0,2.3,1.94,1.13
17463298,Gm16303,0,0,0,0,0,0,-1.08,1.94,1.5
17369821,Ptges2,0,0,0,0,0,0,1.18,1.93,1.45
17420316,Rap1gap,0,0,0,0,0,0,1.53,1.93,1.4
17319554,Pmm1,0,0,0,0,0,0,1.35,1.93,1.92
17487884,Gsk3a,0,0,0,0,0,0,1.39,1.93,1.17
17487457,Bcl3,1,0,0,0,0,0,2.7,1.93,1.06
17301647,Entpd4; Gm21685; ENTPD4,0,0,0,0,0,0,1.45,1.93,1.37
17391861,1700037H04Rik,0,0,0,0,0,0,1.54,1.93,1.35
17227297,Timm17a,0,0,0,0,0,0,1.12,1.93,1.2
17237502,5330438D12Rik,0,0,0,0,0,0,1.12,1.93,1.09
17424928,Tomm5; Gm8069,0,0,0,0,0,0,-1.03,1.93,1.35
17512479,Acd; Nsd1,0,0,0,0,0,0,1.36,1.93,1.21
17344456,2310061I04Rik,0,0,0,0,0,0,1.33,1.93,1.53
17417622,Ptch2,0,0,0,0,0,0,1.97,1.93,-1.15
17222193,Ankrd23,0,0,0,0,0,0,-1.23,1.93,1.02
17211405,Gsta3,0,0,0,0,1,0,1.52,1.93,2.03
17434073,Dhrsx,1,0,0,0,0,0,2.01,1.92,1.2
17361299,2010003K11Rik,0,0,0,0,0,0,1.83,1.92,1.64
17475787,Dyrk1b,0,0,0,0,0,0,1.54,1.92,1.37
17240323,AI317395,1,0,0,0,0,0,2.31,1.92,1.56
17212874,E330011M16Rik; Coq10b,0,0,0,0,0,0,1.14,1.92,1.4
17361362,Actn3,0,0,0,0,0,0,-1.48,1.92,-1.44
17298488,Oxnad1,0,0,0,0,0,0,1.07,1.92,1.24
17548238,Gm3601; Fabp5; Gm6166,0,0,0,0,0,0,1.17,1.92,1.71
17323299,,0,0,0,0,0,0,1.05,1.92,1.16
17548717,Gm3601; Fabp5; Gm6166,0,0,0,0,0,0,1.18,1.92,1.72
17530653,Alas1,0,0,0,0,0,0,1.55,1.91,1.24
17394707,Spata2,0,0,0,0,0,0,1.64,1.91,1.3
17346802,Ndufv2,0,0,0,0,0,0,1.05,1.91,1.34
17335467,Cdkn1a,1,0,0,0,0,0,2.32,1.91,1.31
17264824,Mpdu1,0,0,0,0,0,0,1.71,1.9,1.36
17262650,Uqcrq,0,0,0,0,0,0,1.03,1.9,1.5
17548117,Gm6293,0,0,0,0,0,0,-1.03,1.9,1.47
17414738,Orm3,0,0,0,0,0,0,1.42,1.9,1.09
17524858,Rgl3,0,0,0,0,0,0,1.81,1.89,1.19
17500535,Dusp4,1,0,0,0,0,0,2.83,1.89,1.35
17465201,Ndufa5,0,0,0,0,0,0,1.25,1.89,1.3
17528079,2300009A05Rik,0,0,0,0,0,0,1.07,1.89,1.37
17278296,Serpina3i,0,0,0,0,0,0,-1.13,1.89,1
17451140,Ulk1,0,0,0,0,0,0,1.66,1.89,1.4
17460073,Bola3,0,0,0,0,0,0,1.28,1.89,1.37
17358724,Lipf,0,0,0,0,0,0,1.18,1.89,-1.26
17550002,,0,0,0,0,0,0,-1,1.89,1.22
17310982,Osr2,0,0,0,0,0,0,1.24,1.89,1.69
17251091,Myh4,0,0,0,0,0,0,-2.28,1.89,-1.12
17243644,Cry1,1,0,0,0,0,0,2.27,1.89,1.21
17518007,Pkm,0,0,0,0,0,0,1.3,1.88,1.4
17383886,1110008P14Rik,0,0,0,0,0,0,1.23,1.88,1.97
17506808,Trim67,1,0,0,0,0,0,2.32,1.88,1.38
17374053,Kcna4; Gm13910,0,0,0,0,0,0,-1,1.88,1.52
17354764,Arhgef37,1,0,0,0,0,0,5.33,1.88,1.72
17451987,Tpcn1,0,0,0,0,0,0,1.43,1.88,1.09
17229391,Uck2,1,0,0,0,0,0,2.46,1.88,1.5
17346001,Mrps36-ps1,0,0,0,0,0,0,1.3,1.88,1.39
17358422,Vldlr,0,0,0,0,0,0,1.12,1.88,1.01
17440923,Ube3b,0,0,0,0,0,0,1.44,1.87,1.04
17302161,Vwa8,0,0,0,0,0,0,1.24,1.87,1.24
17272186,Mrpl38,0,0,0,0,0,0,1.33,1.87,1.5
17541417,Aifm1,0,0,0,0,0,0,-1.03,1.87,1.14
17338934,Alkbh7,0,0,0,0,0,0,1.39,1.87,1.36
17322087,Krt79,0,0,0,0,0,0,1.1,1.87,1.47
17549210,Mir1895; Cxxc4,0,0,0,0,0,0,-1.06,1.87,1.27
17473695,Gm6909,0,0,0,0,0,0,-1.76,1.87,1.19
17428967,Ipo13,0,0,0,0,0,0,1.75,1.87,1.08
17468018,Hk2,0,0,0,0,0,0,1.14,1.86,1.21
17235198,Atp5d,0,0,0,0,0,0,1.15,1.86,1.25
17459038,Herc3,0,0,0,0,0,0,1.14,1.86,1.08
17495586,Gde1,0,0,0,0,0,0,1.54,1.86,1.68
17296336,Ndufs4,0,0,0,0,0,0,1.26,1.86,1.27
17327737,Srl,0,0,0,0,0,0,1.02,1.86,-1.04
17327815,Cdip1,0,0,0,0,0,0,1.21,1.86,1.64
17333347,Sod2,0,0,0,0,0,0,1.14,1.86,1.3
17548454,LOC100505220; Tomm5; Gm8069,0,0,0,0,0,0,1.28,1.86,1.08
17491315,Mrgpra9,0,0,0,0,0,0,-1.16,1.86,-2.66
17432808,Mfn2,0,0,0,0,0,0,1.2,1.86,1.22
17548381,Scp2d1,0,0,0,0,0,0,1,1.86,1.03
17482484,Uqcrc2,0,0,0,0,0,0,1.1,1.86,1.27
17356412,4930481A15Rik,0,0,0,0,0,0,1.25,1.86,1.37
17284358,Ighj2,0,0,0,0,0,0,1.2,1.86,1.25
