Transcript_Cluster_ID,Gene_Symbol,iB_UP,iB_DW,iW_UP,iW_DW,eW_UP,eW_DW,iBAT_FC,iWAT_FC,eWAT_FC
17224811,Gm6189,0,0,0,0,0,0,1.17,1.06,-1.11
17249057,Mapk9,0,0,0,0,0,0,1.02,1.06,1.08
17373994,n-R5s201,0,0,0,0,0,0,1.03,1.06,-1.08
17377420,Gm14135,0,0,0,0,0,0,-1.13,1.06,-1.03
17437836,Chrna9,0,0,0,0,0,0,1.16,1.06,-1.09
17534470,Sh2d1a,0,0,0,0,0,0,1.03,1.06,1.01
17367858,Fam166a,0,0,0,0,0,0,1.03,1.06,-1.23
17422510,2610002J02Rik,0,0,0,0,0,0,-1.11,1.06,1.13
17382059,4921504E06Rik,0,0,0,0,0,0,1.06,1.06,-1.01
17529290,Lca5,0,0,0,0,0,0,1.09,1.06,-1.48
17307550,Ints6,0,0,0,0,0,0,-1.13,1.06,1.07
17274015,Ttc32,0,0,0,0,0,0,1.13,1.06,-1.06
17225261,Ngef,0,0,0,0,0,0,1.16,1.06,1.09
17377177,Rin2,0,0,0,0,0,0,1.07,1.06,1.12
17253901,Rnf135,0,0,0,0,0,0,-1.36,1.06,1.14
17460809,Zxdc,0,0,0,0,0,0,1.08,1.06,1.2
17248790,Gm12167,0,0,0,0,0,0,-1.03,1.06,1.05
17307526,Gucy1b2,0,0,0,0,0,0,1.24,1.06,1.23
17282268,2310002D06Rik,0,0,0,0,0,0,-1.17,1.06,1.03
17470917,Gnb3,0,0,0,0,0,0,-1.19,1.06,1.03
17314242,CN725425,0,0,0,0,0,0,-1.18,1.06,-1.37
17386177,Abcb11,0,0,0,0,0,0,1.12,1.06,-1.49
17462417,Gm4651,0,0,0,0,0,0,-1.01,1.06,1.08
17293356,Tpbpb,0,0,0,0,0,0,1.55,1.06,-1.2
17470301,Adipor2,0,0,0,0,0,0,-1.42,1.06,1.27
17408375,,0,0,0,0,0,0,1.1,1.06,1.2
17299764,Trav1,0,0,0,0,0,0,-1.08,1.06,1.19
17549470,Dars,0,0,0,0,0,0,-1.05,1.06,-1.01
17296466,Gm17509,0,0,0,0,0,0,1.23,1.06,-1.01
17488167,Itpkc,0,0,0,0,0,0,1.07,1.06,1.19
17288185,Olfr466,0,0,0,0,0,0,-1.42,1.06,-1.36
17481307,Trim34a,0,0,0,0,0,0,1.03,1.06,1.1
17375981,Gm14010,0,0,0,0,0,0,1.84,1.06,-1.02
17322793,1810013L24Rik,0,0,0,0,0,0,1.02,1.06,1.16
17373855,,0,0,0,0,0,0,1.24,1.06,1.02
17280571,Gpr22,0,0,0,0,0,0,1.04,1.06,-1.05
17534938,Slc9a6,0,0,0,0,0,0,1,1.06,1.71
17488883,,0,0,0,0,0,0,-1.06,1.06,1.11
17239048,Gm16254,0,0,0,0,0,0,-1.16,1.06,-1.1
17296170,Gm10736,0,0,0,0,0,0,-1.04,1.06,1.02
17246459,Olfr824,0,0,0,0,0,0,-1.22,1.06,-1.28
17494179,Olfr610,0,0,0,0,0,0,-1.43,1.06,-1.59
17439502,4930467D21Rik,0,0,0,0,0,0,1.08,1.06,-1.11
17281676,Sav1,0,0,0,0,0,0,1.12,1.06,1.08
17269181,Gm11563,0,0,0,0,0,0,1.19,1.06,-1.24
17495452,n-R5s157,0,0,0,0,0,0,1.07,1.06,1
17346516,Cd70,0,0,0,0,0,0,-1.15,1.06,1.08
17433973,Mir200a,0,0,0,0,0,0,1.08,1.06,-1.23
17299135,LOC101056480; Gm8232; Gm17183; Gm9593,0,0,0,0,0,0,-1.03,1.06,-1.58
17484682,Athl1,0,0,0,0,0,0,1.23,1.06,1.08
17234317,Specc1l,0,0,0,0,0,0,-1.23,1.06,1.04
17502994,Lphn1,0,0,0,0,0,0,-1.08,1.06,1.3
17265896,Srr,0,0,0,0,0,0,-1.46,1.06,1.26
17550462,Six3os1,0,0,0,0,0,0,-1.16,1.06,1.06
17410830,Sh3glb1,0,0,0,0,0,0,-1.21,1.06,1.06
17419799,Rhd,0,0,0,0,0,0,-1.4,1.06,-1.47
17502686,1700092C02Rik,0,0,0,0,0,0,-1.03,1.06,1.17
17535233,Fmr1nb,0,0,0,0,0,0,1.06,1.06,1.09
17270676,Gm11665; Gm11661,1,0,0,0,0,0,3.15,1.06,1.14
17325991,Gm15640,0,0,0,0,0,0,1.03,1.06,-1.34
17549076,,0,0,0,0,0,0,1.19,1.06,1.06
17506095,Necab2,0,0,0,0,0,0,-1.04,1.06,1.12
17456468,Gm20756,0,0,0,0,0,0,-1.07,1.06,-1.06
17366644,Gm13256,0,0,0,0,0,0,1.24,1.06,1.08
17526347,,0,0,0,0,0,0,1.13,1.06,1.12
17432463,Gm13088,0,0,0,0,0,0,1.06,1.06,1.13
17372261,Gm13943,0,0,0,0,0,0,-1.21,1.06,-1.07
17430775,Rps15a-ps4,0,0,0,0,0,0,-1,1.06,1.46
17218713,Pigc,0,0,0,0,0,0,-1.01,1.06,-1.06
17372045,Hoxd11; Gm20440,0,0,0,0,0,0,-1.12,1.06,1.17
17226750,,0,0,0,0,0,0,-1.45,1.06,-1.1
17299265,E130120K24Rik,0,0,0,0,0,0,-1.08,1.06,-1.06
17528932,,0,0,0,0,0,0,1.07,1.06,-1.21
17469016,Wnt7a,0,0,0,0,0,0,1.26,1.06,1.02
17230031,,0,0,0,0,0,1,1.15,1.06,-2.55
17215773,Traf3ip1,0,0,0,0,0,0,1.15,1.06,1.02
17216303,2310035C23Rik,0,0,0,0,0,0,1.08,1.06,-1.01
17301026,Amer2,0,0,0,0,0,0,1.07,1.06,1.35
17499560,Agpat5,0,0,0,0,0,0,1.31,1.06,-1.01
17273806,0610009D07Rik,0,0,0,0,0,0,-1.02,1.06,1.18
17472536,Abcc9,0,0,0,0,0,0,1.17,1.06,-1.07
17439239,LOC100862150; AA792892,0,0,0,0,0,0,-1.32,1.06,-1.46
17442995,Kctd7,0,0,0,0,0,0,1.67,1.06,1.13
17545414,A230072E10Rik,0,0,0,0,0,0,-1.09,1.06,-1.03
17246043,Rdh7,0,0,0,0,0,0,-1.41,1.06,-1.14
17231613,Gm5177,0,0,0,0,0,0,-1.1,1.06,-1.28
17377744,Rem1,0,0,0,0,0,0,-1.1,1.06,1.03
17250266,Mprip,0,0,0,0,0,0,1.31,1.06,1
17419097,Bai2,0,0,0,0,0,0,-1.08,1.06,1.2
17282902,Mir3068; mmu-mir-3068,0,0,0,0,0,0,1.01,1.06,1.1
17469599,Arl8b,0,0,0,0,0,0,1.09,1.06,-1.01
17300241,Traj3,0,0,0,0,0,0,-1.3,1.06,1.15
17550418,Mirg,0,0,0,0,0,0,1.3,1.06,-1.08
17496150,Lat,0,0,0,0,0,0,-1.14,1.06,1.01
17349365,,0,0,0,0,0,0,-1.13,1.06,1.15
17275750,,0,0,0,0,0,0,-1.64,1.06,1.21
17414993,n-R5s187,0,0,0,0,0,0,-1.01,1.06,1.05
17403463,Syde2,0,0,0,0,0,0,-1.18,1.06,1.07
17419783,Paqr7,0,0,0,0,0,0,1.25,1.06,-1.01
17348320,Greb1l,0,0,0,0,0,0,-1.28,1.06,1.08
17273620,Dtnb,0,0,0,0,0,0,1.16,1.06,1.1
17547509,Gm1553,0,0,0,0,0,0,-1,1.06,-1.05
17361855,Pola2,0,0,0,0,0,0,-1.14,1.06,1.1
17392266,Gm19854,0,0,0,0,0,0,1.02,1.06,-1.05
17542829,Rab39b,0,0,0,0,0,0,-1.14,1.06,1.15
17482699,Scnn1b,0,0,0,0,0,0,1.15,1.06,-1.13
17288463,Mrpl36,0,0,0,0,0,0,1.09,1.06,1.3
17281885,Six4,0,0,0,0,0,0,-1.04,1.06,1.03
17463583,,0,0,0,0,0,0,-1.03,1.06,1.12
17313953,,0,0,0,0,0,0,-1.05,1.06,-1.08
17496308,,0,0,0,0,0,0,-1.07,1.06,1.08
17506065,,0,0,0,0,0,0,1.16,1.06,1.02
17449804,Ccni,0,0,0,0,0,0,-1.2,1.06,1.06
17471518,Clec12b,0,0,0,0,0,0,-1.14,1.06,-1.2
17339902,LOC101055633; Rmdn2,0,0,0,0,0,0,1.07,1.06,1.22
17237004,,0,0,0,0,0,0,1.19,1.06,-1.17
17323082,Ntan1,0,0,0,0,0,0,1.04,1.06,1.27
17508779,Cldn23,0,0,0,0,0,0,1.06,1.06,1.15
17228106,Smg7,0,0,0,0,0,0,1.04,1.06,-1.06
17248282,Hbq1a,0,0,0,0,0,0,1.08,1.06,1.05
17245044,Tmem19,0,0,0,0,0,0,1.03,1.06,1.02
17268627,1700001P01Rik,0,0,0,0,0,0,-1.02,1.06,1.24
17401058,Gm16160,0,0,0,0,0,0,-1.09,1.06,1.05
17505927,Atmin,0,0,0,0,0,0,1.25,1.06,1.12
17379978,Gm14236,0,0,0,0,0,0,1.12,1.06,-1.13
17516261,Olfr944,0,0,0,0,0,0,1.2,1.06,-1.16
17313430,1700029P11Rik,0,0,0,0,0,0,-1.6,1.06,-1.08
17452562,LOC100503186; AI480526,0,0,0,0,0,0,-1.02,1.06,1.08
17495024,AA474408,0,0,0,0,0,0,-1.21,1.06,1.06
17355771,2210420H20Rik,0,0,0,0,0,0,-1.2,1.06,-1.07
17292922,Ddx41,0,0,0,0,0,0,1.17,1.06,1.02
17536264,Pcyt1b,0,0,0,0,0,0,1.08,1.06,-1.13
17500427,7420700N18Rik,0,0,0,0,0,0,-1.2,1.06,-1.2
17359285,,0,0,0,0,0,0,-1.3,1.06,1.08
17217127,Nucks1,0,0,0,0,0,0,-1.04,1.06,-1
17507247,BC068157,0,0,0,0,0,0,1.07,1.06,1.06
17281946,Ppp2r5e,0,0,0,0,0,0,-1.03,1.06,1.1
17341731,Amdhd2; Atp6v0c,0,0,0,0,0,0,1.24,1.06,1.2
17349572,Paip2,0,0,0,0,0,0,-1.04,1.06,1.01
17370876,Gm14033,0,0,0,0,0,0,-1.02,1.06,-1.07
17534135,Sowahd,0,0,0,0,0,0,1.06,1.06,1.06
17405285,Nbea,0,0,0,0,0,0,1.14,1.06,1.02
17337276,Ppp1r18,0,0,0,0,0,0,1.3,1.06,1.04
17277304,Gm17139,0,0,0,0,0,0,-1.04,1.06,1.02
17339041,Cntnap5c,0,0,0,0,0,0,-1.08,1.06,1.06
17487062,Psg25,0,0,0,0,0,0,-1.09,1.06,1.13
17523332,Nktr,0,0,0,0,0,0,1.12,1.06,1.02
17540282,Med14,0,0,0,0,0,0,1.06,1.06,1.03
17527471,2700012I20Rik,0,0,0,0,0,0,-1.1,1.06,1.14
17469764,Prrt3,0,0,0,0,0,0,1.02,1.06,1.12
17376024,,0,0,0,0,0,0,-1.06,1.06,1.19
17293020,Lect2,0,0,0,0,0,0,1.22,1.06,-1.13
17504928,4933405L10Rik,0,0,0,0,0,0,1.05,1.06,-1.21
17412282,Gpr63; Gm11906,0,0,0,0,0,0,-1.18,1.06,1.13
17446627,Tyms,0,0,0,0,0,0,1.22,1.06,-1.05
17262669,Sowaha,0,0,0,0,0,0,-1.03,1.06,-1.03
17422449,Pank4,0,0,0,0,0,0,-1.05,1.06,1.21
17507131,Fcer2a,0,0,0,0,0,0,1.09,1.06,-1.31
17535123,Gm14662,0,0,0,0,0,0,-1.09,1.06,1.18
17245188,Frs2,0,0,0,0,0,0,-1,1.06,-1.09
17298292,Nek4,0,0,0,0,0,0,1.19,1.06,1.18
17288641,Ccdc127,0,0,0,0,0,0,-1.37,1.06,1.04
17299823,Trav7d-5,0,0,0,0,0,0,1.02,1.06,1.06
17331418,Zfp654,0,0,0,0,0,0,1.1,1.06,-1.01
17394147,Svs4,0,0,0,0,0,0,1.02,1.06,-1.15
17321758,C330013E15Rik,0,0,0,0,0,0,-1.01,1.06,1.45
17416422,LOC100034661; Gm12802,0,0,0,0,0,0,-1.15,1.06,1.06
17334638,Prss34,0,0,0,0,0,0,-1.06,1.06,-1.2
17525774,,0,0,0,0,0,0,1.23,1.06,-1.29
17292450,Fgd3,0,0,0,0,0,0,1.21,1.06,1.11
17366926,Mir466n,0,0,0,0,0,0,1.17,1.06,-1.03
17320842,,0,0,0,0,0,0,1.02,1.06,-1.05
17515128,Gm16754,0,0,0,0,0,0,1.37,1.06,1.07
17216087,Ing5,0,0,0,0,0,0,-1.01,1.06,1.11
17333480,Gm3222,0,0,0,0,0,0,-1.05,1.06,1.08
17289742,LOC100862401; Pde4d,0,0,0,0,0,0,1,1.06,1.06
17323776,2510002D24Rik,0,0,0,0,0,0,-1.03,1.06,1.03
17280235,Ywhaq,0,0,0,0,0,0,-1.03,1.06,1.08
17316867,4930523O13Rik,0,0,0,0,0,0,1.05,1.06,-1.11
17337098,,0,0,0,0,0,0,1.09,1.06,-1.24
17472070,8430419L09Rik,0,0,0,0,0,0,1.03,1.06,-1.13
17413436,Tmem8b,0,0,0,0,0,0,1.14,1.06,1.34
17487031,,0,0,0,0,0,0,-1.03,1.06,1.02
17535018,Htatsf1,0,0,0,0,0,0,1.04,1.06,-1.05
17503932,Mt3,0,0,0,0,0,0,-1.05,1.06,-1.07
17499011,E230013L22Rik; Rab20,0,0,0,0,0,0,1.55,1.06,-1.13
17293695,Aaed1,0,0,0,0,0,0,-1.11,1.06,1.09
17311945,Phf20l1,0,0,0,0,0,0,1.16,1.06,-1.03
17217768,,0,0,0,0,0,0,-1.02,1.06,-1.08
17523158,Ccr8,0,0,0,0,0,0,-1.02,1.06,-1.3
17242629,Shc2,0,0,0,0,0,0,1.17,1.06,1.34
17549014,,0,0,0,0,0,0,1.11,1.06,1.06
17549136,,0,0,0,0,0,0,1.11,1.06,1.06
17549148,,0,0,0,0,0,0,1.11,1.06,1.06
17435493,4831440E17Rik,0,0,0,0,0,0,-1.37,1.06,1.23
17480416,Gm9990,0,0,0,0,0,0,-1.49,1.06,1.13
17373842,,0,0,0,0,0,0,1.05,1.06,1
17510295,Ushbp1,0,0,0,0,0,0,1.15,1.06,1.13
17387848,Olfr1197,0,0,0,0,0,0,-1.38,1.06,-1.35
17493723,Spcs2,0,0,0,0,0,0,-1.2,1.06,1.14
17288677,Pcsk1,0,0,0,0,0,0,1.13,1.06,-1.14
17549652,Esrp1,0,0,0,0,0,0,1.04,1.06,1.2
17504019,,0,0,0,0,0,0,-1.06,1.06,1.11
17459706,Gm15402,0,0,0,0,0,0,1.18,1.06,1.08
17299808,Trav6d-5,0,0,0,0,0,0,1.1,1.06,1.01
17455578,Stard13,0,0,0,0,0,0,-1.07,1.06,1.11
17263073,Gm12248,0,0,0,0,0,0,1.13,1.06,-1.03
17343552,Zfp955a,0,0,0,0,0,0,-1.29,1.06,1.1
17240529,Foxo3,0,0,0,0,0,0,1.06,1.06,-1.17
17526315,Phldb1,0,0,0,0,0,0,-1.31,1.06,-1.04
17534119,Gm14549,0,0,0,0,0,0,1.17,1.06,-1.49
17505170,Tango6,0,0,0,0,0,0,-1.02,1.06,1.03
17457790,Tcrb-J; Trbv13-2; Trbj2-1,0,0,0,0,0,0,1.21,1.06,-1.02
17483146,Doc2a,0,0,0,0,0,0,-1,1.06,1.05
17303830,Ppp3cb,0,0,0,0,0,0,-1.22,1.06,-1.01
17278489,Gm17032,0,0,0,0,0,0,1.02,1.06,-1.19
17279546,,0,0,0,0,0,0,-1.16,1.06,-1.17
17278415,Ak7,0,0,0,0,0,0,-1.03,1.06,-1.11
17250365,Gid4,0,0,0,0,0,0,-1.07,1.06,1.2
17323603,Scarf2,0,0,0,0,0,0,1.07,1.06,1.05
17301113,4930556J02Rik,0,0,0,0,0,0,1.01,1.06,-1.26
17492340,Polg,0,0,0,0,0,0,1.14,1.06,1.06
17361580,Tsga10ip,0,0,0,0,0,0,1.21,1.06,1
17532442,Zfp445,0,0,0,0,0,0,-1.09,1.06,-1.02
17238878,,0,0,0,0,0,0,-1.2,1.06,1.27
17397506,Gm2447,0,0,0,0,0,0,1.14,1.06,-1.03
17500694,Gm2085,0,0,0,0,0,0,-1.05,1.06,-1.23
17432725,1700095A21Rik,0,0,0,0,0,0,-1.32,1.06,-1.32
17491975,1700112J16Rik,0,0,0,0,0,0,-1.09,1.06,1.32
17549204,Mir343,0,0,0,0,0,0,1.07,1.06,-1.26
17287368,,0,0,0,0,0,0,-1.02,1.06,-1.07
17254522,1700125H20Rik,0,0,0,0,0,0,-1.05,1.06,-1
17499796,Gm15315,0,0,0,0,0,0,-1.23,1.06,-1.09
17381171,Pcmtd2,0,0,0,0,0,0,-1.48,1.06,1.09
17471473,BC035044,0,0,0,0,0,0,-1.04,1.06,-1.24
17461408,,0,0,0,0,0,0,1,1.06,-1.25
17497947,Efcab4a; Gm10575,0,0,0,0,0,0,1.07,1.06,1.22
17299288,Samd4,0,0,0,0,0,0,1.27,1.06,1
17501142,,0,0,0,0,0,0,1.06,1.06,-1.07
17484839,Tmem80,0,0,0,0,0,0,1.07,1.06,1.11
17517379,Sh2d7,0,0,0,0,0,0,1.01,1.06,1
17438920,Afm,0,0,0,0,0,0,-1.05,1.06,-1.05
17516180,Olfr908,0,0,0,0,0,0,-1.13,1.06,-1.84
17339357,Dlgap1,0,0,0,0,0,0,-1.32,1.06,-1.01
17449643,,0,0,0,0,0,0,-1.16,1.06,1.09
17283859,Gm16084,0,0,0,0,0,0,1.09,1.06,-1.12
17321661,,0,0,0,0,0,0,-1.01,1.06,1.31
17299353,Ktn1,0,0,0,0,0,0,-1.1,1.06,1.07
17334764,Ccdc78,0,0,0,0,0,0,1.07,1.06,1.03
17424807,Olfr71,0,0,0,0,0,0,-1.07,1.06,-1.03
17321243,,0,0,0,0,0,0,-1.38,1.06,-1.19
17210984,Pcmtd1,0,0,0,0,0,0,-1.2,1.06,1.14
17289843,Gm15327,0,0,0,0,0,0,1.01,1.06,1.29
17351143,Sh3tc2,0,0,0,0,0,0,1.21,1.06,1.31
17248654,Il12b,0,0,0,0,0,0,-1.08,1.06,1.13
17539086,Gm15156,0,0,0,0,0,0,1.09,1.06,1.26
17309141,Gm19422,0,0,0,0,0,0,-1.11,1.06,-1.25
17377268,Plk1s1,0,0,0,0,0,0,1.02,1.06,1.01
17472223,Rerg,0,0,0,0,0,0,1.02,1.06,1.02
17276192,Lrrc9,0,0,0,0,0,0,1,1.06,1.06
17303386,Dnase1l3,0,0,0,0,0,0,-1.25,1.06,-1.13
17549528,Cux1,0,0,0,0,0,0,1.21,1.06,-1
17318802,1700025B11Rik,0,0,0,0,0,0,-1.17,1.06,-1.26
17548995,,0,0,0,0,0,0,-1.02,1.06,1.07
17218460,2810025M15Rik,0,0,0,0,0,0,1.65,1.06,1.29
17533114,Ssxb10,0,0,0,0,0,0,1.01,1.06,-1.32
17445089,Fry,0,0,0,0,0,0,-1.29,1.06,1
17543491,LOC101056076; Gm14866,0,0,0,0,0,0,-1.15,1.06,1.02
17407448,Lce1e,0,0,0,0,0,0,-1.28,1.06,-1.02
17310972,4930413F20Rik,0,0,0,0,0,0,-1.04,1.06,-1.04
17300229,Traj11; Traj9,0,0,0,0,0,0,1.08,1.06,-1.24
17261335,4931440F15Rik,0,0,0,0,0,0,-1.35,1.06,-1.22
17366892,,0,0,0,0,0,0,-1.11,1.06,-1.41
17475863,Ifnl3,0,0,0,0,0,0,1.04,1.06,-1.18
17466833,Hoxa5,0,0,0,0,0,0,1.03,1.06,1.03
17399645,,0,0,0,0,0,0,1.05,1.06,1.03
17273479,Tex19.2,0,0,0,0,0,0,-1.03,1.06,-1.24
17504413,Bean1,0,0,0,0,0,0,1.31,1.06,1
17392980,Defb25,0,0,0,0,0,0,-1.56,1.06,1.17
17354483,4930511M06Rik,0,0,0,0,0,0,-1.07,1.06,-1.52
17274919,Atxn7l1,0,0,0,0,0,0,1.03,1.06,-1.19
17519245,Dyx1c1; Gm20510,0,0,0,0,0,0,-1.24,1.06,-1.18
17294559,1700023H06Rik,0,0,0,0,0,0,-1.46,1.06,-1.36
17536078,Dmd,0,0,0,0,0,0,1.03,1.06,-1.18
17459918,Pcgf1,0,0,0,0,0,0,1.56,1.06,1.08
17486092,Olfr1347,0,0,0,0,0,0,-1.95,1.06,-1.43
17280184,Zfp125,0,0,0,0,0,0,-1.05,1.06,-1.01
17319661,Cyp2d34,0,0,0,0,0,0,1.53,1.06,-1.31
17377857,Ccm2l,0,0,0,0,0,0,1.13,1.06,1.08
17429292,Gm12863,0,0,0,0,0,0,1.02,1.06,-1.12
17367574,,0,0,0,0,0,0,1.18,1.06,-1.16
17473603,Zfp28,0,0,0,0,0,0,-1.16,1.06,1.03
17364545,Tctn3,0,0,0,0,0,0,1.03,1.06,1.18
17327364,Ripply3,0,0,0,0,0,0,1.28,1.06,1.21
17437224,Gm16014,0,0,0,0,0,0,1.08,1.06,-1.16
17408360,Hao2,0,0,0,0,0,0,-1.23,1.06,1.06
17509504,,0,0,0,0,0,0,1.28,1.06,-1.09
17467471,,0,0,0,0,0,0,1.31,1.06,-1.72
17476693,Gm6096,0,0,0,0,0,0,1.29,1.06,-1.29
17370371,Olfr366,0,0,0,0,0,0,1.13,1.06,-1.63
17288112,Mir24-1,0,0,0,0,0,0,1.11,1.06,1.08
17527312,Chrna3,0,0,0,0,0,0,1.14,1.06,-1.09
17449372,Ugt2b38,0,0,0,0,0,0,1.15,1.06,1.42
17284564,,0,0,0,0,0,0,-1.07,1.06,1.09
17425990,Gm2083; Mup7; LOC100048884; Mup10; Mup19; Mup11; Mup1; Mup2; Mup16; Mup15; Mup14; Mup12; Mup9; Mup17; Mup8; Gm21320; Mup13,0,0,0,0,0,0,1.63,1.05,1.38
17425941,Gm2083; Mup8; Mup13; LOC100048884; Mup19; Mup11; Mup1; Mup2; Mup7; Mup10; Mup16; Mup15; Mup14; Mup12; Mup9; Mup17; Gm21320,0,0,0,0,0,0,1.6,1.05,1.04
17425888,Gm2083; Mup8; Mup13; Mup7; Mup11; Mup1; Mup16; Mup15; Mup14; Mup12; LOC100048884; Mup17; Mup2; Gm21320; Mup19; Mup9,0,0,0,0,0,0,1.58,1.05,-1.04
17443710,Azgp1,0,0,0,0,0,0,-1.1,1.05,1.09
17501800,Hapln4,0,0,0,0,0,0,1.36,1.05,-1.17
17542344,Trex2,0,0,0,0,0,0,1.37,1.05,1
17525694,Olfr916,0,0,0,0,0,0,-1.02,1.05,1.11
17257992,,0,0,0,0,0,0,1.04,1.05,-1.1
17392709,Vsx1,0,0,0,0,0,0,1.01,1.05,1.06
17513285,,0,0,0,0,0,0,-1.11,1.05,-1.06
17504005,Herpud1,0,0,0,0,0,0,1.16,1.05,1.07
17225325,Dnajb3,0,0,0,0,0,0,-1.09,1.05,1.11
17214106,Igfbp2,0,0,0,0,0,0,-1.05,1.05,1.45
17220394,Capn8,0,0,0,0,0,0,1.04,1.05,1.24
17489431,Fxyd3,0,0,0,0,0,0,1.11,1.05,1.01
17548757,,0,0,0,0,0,0,-1.14,1.05,-1.12
17381864,Trdmt1,0,0,0,0,0,0,-1.02,1.05,-1.06
17419792,Clhc1,0,0,0,0,0,0,1.01,1.05,1.29
17240467,Gm6976,0,0,0,0,0,0,1.11,1.05,-1.36
17543742,,0,0,0,0,0,0,1.27,1.05,1.34
17225259,,0,0,0,0,0,0,1.23,1.05,1.27
17463338,Fgf23,0,0,0,0,0,0,-1.02,1.05,-1.03
17427948,Gm12908,0,0,0,0,0,0,-1.04,1.05,1.04
17489503,Scgb2b6; Scgb2b7,0,0,0,0,0,0,-1.31,1.05,-1.58
17314182,C230037L18Rik,0,0,0,0,0,0,-1,1.05,1.07
17240661,,0,0,0,0,0,0,-1.47,1.05,-1.14
17368096,Edf1; Gm11964,0,0,0,0,0,0,1.02,1.05,1.04
17420139,Lactbl1,0,0,0,0,0,0,1.08,1.05,1.11
17464316,Stk38l; Gm3555,0,0,0,0,0,0,-1.05,1.05,1.11
17277907,Psmc1,0,0,0,0,0,0,-1.21,1.05,1.24
17543139,Mageb1; Mageb2,0,0,0,0,0,0,-1.02,1.05,1.03
17478001,Fam83e,0,0,0,0,0,0,-1.12,1.05,-1.13
17297503,Zswim8,0,0,0,0,0,0,1.04,1.05,1.37
17325261,Hspbap1,0,0,0,0,0,0,1.28,1.05,1.04
17252817,Mnt,0,0,0,0,0,0,1.04,1.05,1.06
17536028,Gm14744,0,0,0,0,0,0,1.15,1.05,-1.33
17518227,Cln6,0,0,0,0,0,0,1.18,1.05,1.1
17407654,Zfp687,0,0,0,0,0,0,1.14,1.05,1.15
17248496,Gm12128,0,0,0,0,0,0,-1.09,1.05,-1.12
17331583,,0,0,0,0,0,0,1.1,1.05,1.19
17413369,Creb3,0,0,0,0,0,0,1.12,1.05,1.1
17469541,Il5ra,0,0,0,0,0,0,1.64,1.05,-1.26
17324820,Zdhhc19,0,0,0,0,0,0,-1.06,1.05,1.16
17242322,Gm9507,0,0,0,0,0,0,-1.64,1.05,-1.06
17477498,Fam71e1,0,0,0,0,0,0,-1.09,1.05,1.62
17370043,Angptl2,0,0,0,0,0,0,-1.06,1.05,1.26
17494175,Olfr607,0,0,0,0,0,0,1.24,1.05,-1.09
17361850,Cdc42ep2,0,0,0,0,0,0,1.12,1.05,-1.01
17320974,Rpap3,0,0,0,0,0,0,-1.08,1.05,1.11
17487519,,0,0,0,0,0,0,1.26,1.05,-1.07
17236096,Gm8394,0,0,0,0,0,0,1.14,1.05,1.32
17470433,Cecr6,0,0,0,0,0,0,1.01,1.05,-1.2
17262178,Trim41,0,0,0,0,0,0,1.06,1.05,1.26
17455061,Pdap1,0,0,0,0,0,0,-1.04,1.05,1.03
17406925,Hcn3,0,0,0,0,0,0,1.04,1.05,-1.14
17266424,Foxn1,0,0,0,0,0,0,1.18,1.05,1.07
17550332,,0,0,0,0,0,0,1.01,1.05,1.11
17550360,,0,0,0,0,0,0,1.01,1.05,1.11
17311473,Aard,0,0,0,0,0,0,-1.06,1.05,1.23
17448917,,0,0,0,0,0,0,-1.03,1.05,-1.11
17441624,Rbm19,0,0,0,0,0,0,1.33,1.05,1.09
17437146,,0,0,0,0,0,0,-1.07,1.05,1.02
17530881,Gm17041,0,0,0,0,0,0,1.44,1.05,-1.11
17361310,Rce1,0,0,0,0,0,0,1.31,1.05,1.03
17549048,,0,0,0,0,0,0,-1,1.05,1.05
17215016,Spata3,0,0,0,0,0,0,1.18,1.05,1.28
17337869,Gm10497,0,0,0,0,0,0,1.01,1.05,1.18
17371195,Gm13561,0,0,0,0,0,0,-1.1,1.05,-1.1
17365981,1700019N19Rik,0,0,0,0,0,0,1.24,1.05,1.15
17302592,,0,0,0,0,0,0,1.1,1.05,-1.75
17369986,Ptrh1,0,0,0,0,0,0,1.06,1.05,-1.28
17255708,Scrn2,0,0,0,0,0,0,-1.03,1.05,-1.06
17506512,Cpne7,0,0,0,0,0,0,-1.07,1.05,1.05
17308786,Gm6994,0,0,0,0,0,0,1.17,1.05,-1.05
17389311,Olfr1314,0,0,0,0,0,0,-1.11,1.05,-1.01
17439786,A830049A06,0,0,0,0,0,0,1.08,1.05,-1
17271241,Gm15642,0,0,0,0,0,0,1.05,1.05,1.15
17284390,,0,0,0,0,0,0,1.04,1.05,-1.02
17282284,Ccdc177,0,0,0,0,0,0,1.06,1.05,-1
17468438,Nat8,0,0,0,0,0,0,1.03,1.05,1.16
17486469,Zscan4a; Zscan4d,0,0,0,0,0,0,-1.58,1.05,-1.9
17272877,Tbc1d16,0,0,0,0,0,0,-1.03,1.05,1.12
17487905,Pafah1b3,0,0,0,0,0,0,1.75,1.05,1.31
17211788,,0,0,0,0,0,0,-1.24,1.05,1.03
17455111,Cyp3a16,0,0,0,0,0,0,1.23,1.05,1.07
17545508,Gm5646; Samt1; 4921511M17Rik; Gm16445; Gm10057; Gm15140; Gm15143; Gm5947; Gm5645,0,0,0,0,0,0,-1.05,1.05,-1.3
17278830,Mir495,0,0,0,0,0,0,-1.2,1.05,-1.23
